UNIQID	BY4743_log2_Fitness_Score_Rep1	BY4743_log2_Fitness_Score_Rep2	BY4743_log2_Fitness_Score_Rep3	BC187_log2_Fitness_Score_Rep1	BC187_log2_Fitness_Score_Rep2	BC187_log2_Fitness_Score_Rep3	DBVPG1373_log2_Fitness_Score_Rep1	DBVPG1373_log2_Fitness_Score_Rep2	DBVPG1373_log2_Fitness_Score_Rep3	YJM978_log2_Fitness_Score_Rep1	YJM978_log2_Fitness_Score_Rep2	YJM978_log2_Fitness_Score_Rep3	NCYC3290_log2_Fitness_Score_Rep1	NCYC3290_log2_Fitness_Score_Rep2	NCYC3290_log2_Fitness_Score_Rep3	Y12_log2_Fitness_Score_Rep1	Y12_log2_Fitness_Score_Rep2	Y12_log2_Fitness_Score_Rep3	YJM1389_log2_Fitness_Score_Rep1	YJM1389_log2_Fitness_Score_Rep2	YJM1389_log2_Fitness_Score_Rep3	YJM1592_log2_Fitness_Score_Rep1	YJM1592_log2_Fitness_Score_Rep2	YJM1592_log2_Fitness_Score_Rep3	YJM1273_log2_Fitness_Score_Rep1	YJM1273_log2_Fitness_Score_Rep2	YJM1273_log2_Fitness_Score_Rep3	YPS128_log2_Fitness_Score_Rep1	YPS128_log2_Fitness_Score_Rep2	YPS128_log2_Fitness_Score_Rep3	YPS163_log2_Fitness_Score_Rep1	YPS163_log2_Fitness_Score_Rep2	YPS163_log2_Fitness_Score_Rep3	YPS606_log2_Fitness_Score_Rep1	YPS606_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep1	Y2209_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep3	Y389_log2_Fitness_Score_Rep1	Y389_log2_Fitness_Score_Rep2	Y389_log2_Fitness_Score_Rep3	Y7568_log2_Fitness_Score_Rep1	Y7568_log2_Fitness_Score_Rep2	Y7568_log2_Fitness_Score_Rep3
YDL176W	-0.241706	-0.210133	-0.174498	0.012711	0.15839	-0.371969	-0.392317	0.270452	-0.590356	0.499571	-0.278102	0.328501	0.337772	-0.613694	-0.326064	-0.975955	-0.126912	-0.855052	0	0.339916	0.079853	0.66808	0.37752	-0.512706	-0.123575	0.126973	0.736966	0.292451	-0.29716	-0.788976	0.554056	-0.320432	0.085117	1.030768	-0.125656	-0.692427	0.212197	-0.485427	0.604459	0.221791	0.37889	0.16665	-0.178146	-0.2144
YGR187C	-0.068172	0.640458	-0.023587	0.37707	0.896907	0.479993	0.00E+00	0.00E+00	0.00E+00	-1.06413	-0.628031	1.750022	2.535423	0.706269	1.1361	-1.129283	-0.610053	1.054448	0.332196	1.160465	0.834576	0.297681	-0.21205	-0.0229	0.115477	-0.043069	-1.031027	-0.067114	0.868755	-1.044394	0.432111	0.066342	0.421827	0.48328	0.1843	-0.455679	1.788496	-1.181607	0.125531	-0.394279	-0.517848	0.314109	-0.415037	-0.045804
YKL172W	0.268196	-0.345996	-0.618129	-0.128156	0.29844	0.382944	-0.780219	0.268489	-1.050626	0.16378	0.114864	0.166249	2.519867	0.237039	0.050626	0	0.76626	-0.70543	-0.787455	-0.888969	0.014797	0.149747	0.106915	0.544321	-0.539366	-0.077168	-0.186878	-0.658719	-0.211269	0.600593	0.090603	0.044394	-0.340229	0.561282	-1.303801	0.946362	0.743819	0.111893	0.445626	0.066089	-0.602036	-0.321928	-0.152647	0.006024
YNL314W	0.312213	0.120294	-0.155871	0.57447	0.115477	0.013421	-0.37707	-0.265345	0.091922	0.948367	-0.392915	0.466466	2.311944	0.058103	0.34645	0.233199	-0.426009	0.206451	0.131245	0.207442	-0.167727	0.460361	1.325319	0.329921	0.679378	0.770866	-0.186151	0.491612	0.132755	1.223965	-0.594744	0.08017	-0.670692	0.668198	0.573342	0.212661	0.584963	-0.121306	0.409255	0.879706	0.38448	0.211504	0.718818	0.024453
YJL066C	0	0.19592	0.059706	-0.105933	-0.375821	-0.2862	-1.600904	-0.704544	-0.852443	0.484851	0.186608	0.458341	2.569856	-0.02272	0.411532	-0.091922	0.204014	-0.217392	-0.150825	-0.100111	-0.379589	0.245538	0.255501	0.514041	0.170596	0.171712	-0.31639	0.036119	0.110183	0.168337	0.217805	0.057572	0.145383	-0.094763	0.597189	0.150839	-0.352573	0.186285	0.130223	-0.180321	0.267162	-0.069003	-0.221821	0.344365
YNR032C-A	-0.242977	-0.381871	-0.417235	-0.022281	0.258636	-0.09281	-1.408085	0.09818	-1.199938	0.216575	0.103978	0.575685	1.296775	-0.14743	-1.592698	-0.393342	-0.425454	-0.148099	-0.588322	-0.429113	-1.43644	-0.241008	-0.308122	0.494765	0.5025	-0.718229	0	-0.528379	-0.735478	-0.320492	0.688913	0.553852	0.044531	0.61573	0.163106	-0.014167	0.380345	0.045804	0.458329	0.080618	0.428015	0.235771	0.370915	0.438624
YDR252W	-0.244338	0.17897	0.310701	-0.106309	-0.397964	-0.03199	0.118105	-0.302563	-0.111031	-0.79481	-0.3254	-0.081428	-0.522167	0.624663	0.996776	0.127235	1.158954	0.212629	-0.066427	-0.241008	0.747234	0.042644	0.121306	0.519867	0.932437	0.145851	-0.649943	-0.683265	-0.206451	-0.040264	-0.26559	-0.487049	-0.24972	0.182771	-1.526194	0.35925	0.620507	0.610588	0.124851	-0.044669	0.140321	0.401205	0.286051	-0.028197
YGR268C	-0.09818	-0.263034	-0.178706	-0.114171	-0.723482	-1.115477	-0.080989	0.035624	0.267622	-0.454313	0.244153	-0.274941	0.415037	0.129283	0.22556	-0.084392	-0.142444	-0.674014	-0.007305	0.631913	0.511113	0.317341	0.206451	0.956931	0.03279	0.179909	-0.925038	-0.976541	-1.272253	-0.965235	-0.115477	-0.096215	-0.947533	0.320274	-1.526194	0.589912	-0.392317	0.715631	0.190331	0.444975	0.468954	0.147845	-0.503433	0.081877
YCL016C	0.040264	0.172837	0.17148	0.611146	0.084889	0.31034	0.302563	0.323697	0.36257	0	-0.200299	-1.415037	-0.84483	-0.123575	0.974005	-0.372659	-0.084392	-0.678072	0.843094	0.938072	1.154975	0.265345	0.115477	-0.31034	0.133267	0.045088	-1.017487	0.038474	-0.60073	-0.161062	-0.017922	-0.047306	0.36995	0.00E+00	0.00E+00	-0.396517	-0.17148	1.089267	-0.380031	-0.102362	0.259387	0.579424	0.409391	0.331621
YPR046W	-0.005925	0.36257	0.147041	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.151722	0.531782	0.647023	0.00E+00	0.00E+00	0.00E+00	0.930737	2.064955	0.090198	-0.388271	-1.037475	0.082462	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.152674	0.09643	0.405992	0.00E+00	0.00E+00	-1.125531	1.584963	0.247928	-0.275634	1.847997	0.040642	0.192645	-0.765535	-0.523562
YPR068C	0.243494	0.284251	0.439461	-0.383915	0.016583	0.179108	-0.528496	-0.300081	-0.254814	0.149378	-0.854149	-1.060542	0.168271	-0.192645	0.468769	0.04182	-0.31824	-0.153079	0.467679	0.428687	0.554031	0.490212	0.403191	0.093464	0.513704	0.305185	-0.154416	0.316146	-0.214125	0.231326	0.152003	-0.027112	0.285061	0.28534	-0.420399	-0.475809	1.072756	-0.035333	0.098628	0.083328	-0.151206	0.031027	-0.136204	0.173065
YGR252W	-1.287577	-0.189034	-0.148863	0.228416	0.170553	-0.291531	-0.106128	-0.337035	-0.108524	-0.263034	-0.084213	0.975197	0.566347	-0.91983	0.837729	-0.705095	-0.249978	-0.36995	-0.622	-0.441127	-0.300305	-0.276961	-0.177998	0.013547	-0.137974	0.091052	-0.634206	-0.253494	-0.443171	0.349942	0.007475	0.075949	0.012278	0.00E+00	0.00E+00	-0.013806	0.784611	0.192645	0.304006	0.869654	0.810522	0.096368	0.126912	-0.037614
YBL069W	0.029595	-0.021695	-0.248347	0.257559	0.011184	0.466781	-0.676424	-0.914609	-0.448358	0.019496	-0.224248	0.427862	-0.453857	-0.205975	0.515541	0.079567	0.125531	-0.80609	-0.60738	-0.499102	-0.980764	-0.648288	-0.291554	-0.415037	-0.387482	0.007777	-0.389042	0.257011	-0.360176	-0.112475	-0.339486	-0.537657	-0.483517	0.767733	0.618196	-0.198546	0.569615	1.480432	0.436986	0.5115	0.278631	-0.670354	-0.012384	-0.011874
YDR222W	0.133267	0.185867	0.750641	0.309328	0.562314	-0.317111	-0.070389	-0.238787	0.037353	-1.463247	-0.119961	0.258312	1.192645	-0.081137	0.55687	-0.850424	-0.804276	0.059706	-0.30212	-0.041027	0.261328	-0.006513	1.222392	-0.188762	-1.174029	-1.241008	-2.135515	0.482782	-0.199033	0.010971	-0.409113	-0.054107	0.120681	0.097882	0.6868	0.331621	0.172467	-0.005475	0.316214	0.215428	0.773724	0.109163	0.272203	-0.282239
YNR066C	-0.013462	-0.226592	-0.067114	0.04254	0.379952	0.082462	0.128188	-0.456229	-0.186878	-0.641952	0.251836	-0.36257	0.864078	0.298249	0.447188	-0.243749	0.059348	-0.210897	-0.088485	0.040746	0.203533	0.240642	0.193772	-0.654733	-0.049753	0.068972	0.384565	-0.286621	0.107163	0.60374	-0.695994	-0.26154	-0.170885	-0.352561	-0.226633	-0.082462	0.233391	0.823411	-0.014797	0.307784	0.793314	-0.099193	0.31982	0.211976
YOR174W	0.187627	-0.161751	-0.036526	0.00453	0.223194	0.129432	-0.086761	-0.660842	-0.282035	-0.827713	0.303011	-0.236877	0.408085	-0.378512	0.246915	-0.974005	0.622195	-1.937716	-0.51334	0.075949	0.297573	0.10497	0.387023	-0.035499	0.531024	-0.485427	-1.27151	0.228765	0.331088	0.102714	-0.070735	-0.194322	-0.302563	0.308302	-0.493772	-0.065291	-0.304855	0.486376	0.036394	0.519778	0.367143	0.152003	-0.328749	-0.02301
YML127W	-0.724366	0.369234	-0.514573	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.854149	0.463947	0.812914	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.432959	0.165059	1.917538	-0.137504	1	-0.289507
YDL069C	-0.034352	0.392317	0.051225	0.278301	0.445944	0.100305	0.00E+00	0.00E+00	0.00E+00	-0.569366	0.271302	-0.77259	0.00E+00	0.00E+00	0.00E+00	0.539639	0.844349	-1.351985	0.389567	0.471504	0.428843	-0.275634	-0.475638	0.334001	-0.263034	-0.577545	-0.620152	0.00E+00	0.00E+00	0.00E+00	-0.140863	-0.959358	-0.954196	0.445805	0.473806	-0.31259	0.453173	0.026232	1.202556	0.31034	0.749534	0.172061	0.454176	0.014214
YLR415C	0.292265	0.060121	0.466263	0.439213	0.501946	0.638402	-0.39402	-0.660224	-0.370368	-1.355331	-0.757576	-1.513923	-0.088614	-0.055709	1.045088	0.416175	0.231508	-0.616259	0.243059	0.779708	0.860856	0.583962	0.359373	0.160977	-0.472068	-0.435839	-0.937603	0.18257	0.245017	0.817871	-0.561879	-0.802554	-1.156869	1.047841	0.1843	0.186621	0.260026	0.111893	0.671013	0.608517	0.851555	0.070922	0.331286	0.068129
YBL035C	0.819428	-0.186413	1.039528	0.473931	1.037475	-1.469485	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1	0.862496	4.149747	-0.137504	0.251539	-0.807355	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.067114	0.111031	-1.5025
YDR312W	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.353637	0.691878	0.710493	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.688056	2.273018	1.807355	0.00E+00	0.00E+00	0.00E+00
YGR248W	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.115477	-2.137504	-0.612977	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
YPL252C	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	2.190184	1.955606	2.847281	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
YBR091C	0.375509	0.353309	0.299088	0.61471	0.238787	-0.085836	-0.316027	-0.121991	-0.089797	0.021695	-0.015471	-0.153983	0.576501	1.170596	0.841496	-0.14439	-0.761061	-0.624133	0.073002	0.232318	0.783791	0.02148	0.285402	0.383329	0.343954	0.162271	0.654276	-0.051225	1.110306	0.283269	-0.576349	-0.189971	-0.315305	-1.08471	-0.240791	0.2205	0.378512	-0.503238	0.362044	0.39486	0.321928	-0.067463	0.026232	-0.052949
YOL044W	-0.025385	0.141246	0.410788	-0.081684	0.626783	0.022578	-1.61891	-1.62293	-0.906891	-1.428533	0.474141	0.293196	0.528248	0.8009	1.883807	0.049753	-0.312468	-0.332805	-0.08017	0.461904	0.418911	0.794353	-0.261807	0.318822	1.087463	0.24552	0.045324	0.205942	-0.568049	0.076103	0.007475	0.163081	0.538347	0.60627	0.354225	-0.364696	-0.363922	0.656301	-0.379378	0.63743	1.056076	-0.045804	-0.321928	-0.044788
YBR173C	0.026472	-0.330149	-0.215013	-0.341468	0.384341	-0.341037	-0.592889	-0.459432	-0.572846	-0.371718	0.355428	0.7507	-0.215729	0.40576	0.72289	-0.416925	-0.509555	0.179634	-0.025626	0.136851	0.125531	0.442943	1.434628	0.168123	0.666125	0.20014	0.242326	-0.293914	-0.506737	0.100012	0.142872	0.428731	0.509395	0.841734	0.341169	1.14828	-0.267812	-0.348728	0.441598	0.443607	0.745071	0.32073	-0.016551	0.284009
YER092W	-1.970854	-1.216318	-2.421464	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.321928	0.415037	0.222392	0.00E+00	0.00E+00	0.00E+00
YGR147C	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.736966	-0.398549	-3.70044	1.584963	1.222392	0.893085	1.652077	1.398549	0.584963	0.836501	0.668794	3.247928	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
YDR257C	-3.087463	-1.530515	-2	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.760812	0.321928	2.5025	0.00E+00	0.00E+00	0.00E+00	1.527247	1.906891	2.321928	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.807355	0.542527	0.684498	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.099536	0.584963	0.440573
YLR033W	0.07203	0.219445	0.049244	0.214809	-0.437131	0.063286	-1	-0.10218	-0.367732	0.086622	0.272137	0.524551	1.075664	1.198644	1.210567	0.187045	0.602091	-0.042394	0.928497	0.943176	0.728647	0.598473	0.758543	0.719191	1.079539	0.866968	1.183425	-0.258403	-1.110747	-0.234776	0.008412	-0.154171	-0.527932	0.312539	0.72862	0.408465	0.285754	0.483209	0.560715	0.702672	0.316735	0.377235	0.091874	0.134212
YGR146C-A	-0.091922	0.013056	0.224706	-0.536053	-0.147557	-0.901596	0.00E+00	0.00E+00	0.00E+00	0.463776	0.328054	0.75336	-0.277338	0.188204	0.668379	-0.055709	0.482601	-2.073581	-0.131245	0.550869	-0.022961	1.630477	-1.161155	0.388565	0.863679	0.563901	0.495325	0.338624	-0.750771	-1.052196	-1.321928	-1.70044	-1.533432	-0.139157	0.836377	-0.224873	1.033947	-0.455945	0.368926	0.843094	0.410862	-0.065963	0.296982	-0.21546
YLR246W	-0.123058	-0.246356	0.211055	0.448358	0.39927	-0.099175	-0.029884	0.195973	-0.189875	0.195256	-0.06413	0.565199	0.135	1.417506	1.092259	-0.571352	-1.039893	-1.047697	0.056095	-0.09067	-0.268748	0.009715	-0.989658	-0.55141	0.722219	-0.031161	0.147467	0.378512	-0.800131	-0.368867	-0.2824	-0.960472	-0.870365	0.234301	0.494868	-0.132307	-0.036526	-0.164119	0.656855	0.602784	0.545434	-0.046626	0.416625	0.34645
YFL016C	-0.069434	-0.052076	0.092512	-0.088718	-0.231791	-0.353637	0.306498	0.357862	0.286449	-0.07386	-0.168244	-0.190206	0.038732	0.358236	0.762808	-0.227722	-0.781076	-0.49254	0.241175	0.377384	0.091028	-0.183988	-0.357829	-0.359403	0.233052	0.221812	0.461134	-0.066442	-0.33479	-0.415037	-0.086384	-0.146453	0.049798	0.722645	0.50943	0.493694	0.187799	-0.083345	0.079211	0.496702	0.229421	-0.209648	-0.061208	-0.050626
YPL002C	0.072078	0.089267	0.206216	0.176878	0.35967	0.427816	0.081116	0.251132	0.287116	0.114993	-0.394279	-0.164696	-0.002597	-0.036681	0.009238	-0.017764	0.052277	-0.083021	0.403065	0.397048	0.635767	0.578862	0.229269	0.740057	0.420399	0.431157	0.107983	0.172924	-0.443171	-0.788496	-0.392317	-0.9631	-1.084392	0.330328	0.151878	0.123111	-0.181688	0.265982	0.355536	0.117413	0.058215	0.072879	0.168656	0.225198
YDR101C	-0.024592	-0.232472	-0.080844	0.098125	-0.285722	-0.454333	0.10953	0.150399	0.146841	0.478611	-0.014048	0.376721	0.463438	0.917538	-0.026967	-0.595934	-0.013504	-0.324351	-0.297494	-0.040642	-0.513771	-0.314247	-0.118181	-0.297494	0.745485	0.62521	0.32713	0.856824	0.793109	0.627254	-0.638492	-0.962032	-2.053439	-0.110588	-0.098772	-0.194771	-0.173737	0.320065	-0.023523	0.248821	0.150679	0.227321	0.41622	0.206172
YJR011C	-0.327805	0.048499	0.013056	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.534777	-0.14439	0.516124	-0.326501	0.494765	0.495957	-0.29956	-0.49304	-0.099536	0.690316	0.073249	-0.180572	0.056584	0.455195	0.492396	0.00E+00	0.00E+00	0.00E+00	-1.169925	-1.652077	-2.938599	0.00E+00	0.00E+00	1.539159	0.148099	-1.226276	0.16665	0.841302	-0.055495	-0.540568	0.308122	0.584963
YGR035W-A	0.385122	0.357686	0.291916	0.383989	1.050814	0.318252	-0.180836	-0.307784	0.280901	0.319068	0.523952	-0.080812	0.705039	0.939535	0.681178	-0.022484	-0.412694	-0.355095	-0.657112	-0.458488	-1	0.19805	0.623329	0.165465	0.036994	-0.221387	0.012881	-0.403897	-0.130872	1.219064	-1.408582	-1.354283	-1.918031	-1.013627	-0.729727	0.226029	0.482152	0.024045	-0.137974	-0.138561	0.447902	0.274175	0.327757	0.404523
YGR231C	-0.316634	-0.0129	0.106915	-0.162271	-0.344216	-0.374635	0.131706	0.465887	0.68147	0	0.648156	0.725825	-1.095038	-0.252766	0.671617	-0.146486	-0.169925	0.965235	-0.983698	-1.081196	-0.805562	0.350033	0.100763	0.299986	0.019718	0.159657	-1.966833	-0.905731	0.441598	-0.462972	-0.061401	0.195635	0.2824	1.182771	-0.657438	-0.079727	-0.567889	-0.153296	-0.287487	0.033947	-0.049753	-0.222392	-0.039966	-0.104469
YDR487C	0.15451	0.017175	0.442943	-0.495957	0.884523	-0.074001	0.802726	0.923538	1.22303	0.00E+00	0.00E+00	0.00E+00	-0.936059	-0.208108	0.062156	0.00E+00	0.00E+00	0.00E+00	-1.981853	-0.518467	-1.703282	0.00E+00	0.00E+00	0.00E+00	-1.765535	0.469485	-2.228819	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.567796	0.219234	-0.068172	-0.7176	0.387023	-1.045804	0.165059	1.91427	-0.89812	-1.044394	-0.160465
YLR412C-A	1.420843	0.155069	0.759567	-0.448096	0.23502	-0.189661	0.00E+00	0.00E+00	0.00E+00	-0.569366	0.11382	0.304153	-1.257798	-0.214125	-0.162939	-0.04182	-1.057715	0.668794	-0.351844	-0.814444	-0.837271	0.858824	1.033167	0.803857	-0.208587	-0.219313	-0.896495	-0.68966	-1.166358	-1.056143	-0.662965	-0.863938	-0.526748	-0.433901	-0.008345	0.954676	0.331844	-0.516791	-0.50166	-0.472936	0.811555	-0.060968	0.135352	0.269607
YLR011W	0.485427	-0.078003	-0.376148	-0.289507	0.791413	-0.707819	0.243926	-0.142019	0.035624	-0.121991	1.943416	-1.124328	-0.271302	0.893085	0.226771	1.530515	-1	0.91427	0.415037	-1.070389	-1.509014	1.057333	0.523562	3.375039	0.196397	0.820021	-1.453718	1.025535	-1.302563	-0.389042	-0.657112	0.920566	0.044394	0.030768	-0.718839	1.564785	-0.119299	0.422691	1.257798	1.917538	0.832273	0.879706	-0.667425	-0.369234
YCL011C	0.27711	0.304006	0.246915	-0.115477	-0.507795	-0.409391	-0.161192	-0.202734	-0.29289	-0.052467	0.245112	-1.533432	-0.837729	-1.722466	-1.347923	-0.920566	-0.634716	0.415037	0.116814	0.267104	-0.208317	1.793549	-1.660911	0.912537	-0.407658	-0.058103	-0.862496	0.224706	-0.372809	0.944291	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.912537	-0.38529	-0.575502	0.309684	-0.074001	-0.222392
YEL057C	-0.163886	0.383329	-0.009523	-0.23816	-0.292608	-0.162136	-0.026291	-0.260026	-0.112183	-0.345775	0.253757	-1.368387	0.067114	-0.912537	-2.058894	-0.647894	-0.035624	0.374927	0.660344	0.204618	0.248949	0.872496	0.20296	0.734903	1.013135	0.604459	-2.413559	1.172467	-0.621488	0.899836	-2.115477	-0.891294	-1.544321	0.123877	-0.163623	-0.169127	0.006854	0.037755	-1.102811	-0.02148	1	0.032133	0.130847	0.224168
YJR003C	0.210218	0	-0.449307	0.30895	-0.337035	-0.432315	0.216709	0.217905	0.046543	0.00E+00	0.00E+00	0.00E+00	0.308122	-1.115477	-0.554589	-0.268489	-0.400538	0.136062	-0.035189	-0.494264	-0.496832	0.566347	-0.395138	0.116409	0.628684	0.296982	0.279224	0.078855	-1.153246	0.284977	-0.759737	-0.133267	-0.492205	0.00E+00	0.00E+00	0.11456	-0.189195	0.126633	-0.565063	-0.159199	-0.552541	-0.146841	-0.011405	0.237864
YDL097C	-0.747234	-1.251539	-0.925999	0.206451	0.983126	0.021374	0.149378	-0.189825	0.611435	-1.476438	0.271302	-0.044394	-1.50696	-0.770518	1.473931	-0.241008	0.04891	-0.612977	-0.777608	-0.476438	-1.584963	0.347923	-0.902703	0.160465	0.688056	-1.251539	-0.642448	1.025535	-1.823122	-0.465664	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.678072	-0.14439	0.921145	-0.389947	-1.485427	1.342392	0.246161	-0.118644	0.16711
YNR019W	-0.591915	-0.4441	0.019109	-0.131245	-1	-1.707819	0.00E+00	0.00E+00	0.00E+00	0.266787	0.419903	0.205469	0	0.091922	0.501194	1.736966	-0.214125	-0.478047	-0.125531	-0.929611	-0.652077	0.966833	-0.678072	-0.882643	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.247928	-0.509674	0.537657	-2.222392	0.369234	-0.552541	0.415037	0.082462	0.197939
YMR130W	-0.485427	-0.527932	-0.182203	0.201634	0.801873	-0.484162	0.271872	0.063362	0.823122	-1.345329	1.103623	0.03365	-0.847997	0.514573	0.060121	1.979822	-0.189825	0.127379	-0.487665	-0.409391	-0.744161	0.945138	-1.518873	-0.606336	0.214739	-0.202817	-1.843881	1.480805	-0.775127	0.899836	-1.031027	-1.058894	-2	1.312539	1.21631	0.455679	-0.632629	0.068172	-1.96782	-1.370368	-0.089267	0.48089	-0.139403	-0.014355
YIR003W	0.130961	-0.185867	-0.154328	-0.208587	0.947533	-0.4975	0.379237	0.116142	0.375291	-0.375621	0.715271	0.780219	-0.893085	-0.59323	-1	-0.240134	0.704993	-1.125531	-0.317482	0.391768	0.432959	0.604862	-0.141554	0.397964	0.614109	-1.287577	-0.752907	0.171368	-1.093976	0.683526	-0.296241	0.759949	-0.0268	0.00E+00	0.00E+00	0.631032	-0.249359	0.007736	-0.787151	0.116324	0.556948	-0.074001	-0.232173	0.213404
YCR059C	0.125531	-0.070389	0.287194	0.091792	0.468387	-0.071083	-0.091148	-0.342323	0.014214	-0.715547	0.361888	0.501337	-0.56579	-0.584963	-0.448461	0.004544	0.536362	0.078802	0.326703	0.513288	0.436517	0.711495	0.226068	0.469114	0.497958	-0.004707	-0.136021	0.758611	-0.846228	0.242667	-0.611075	0.070104	-0.294905	0.247259	0.058769	0.131245	0.332297	-0.15557	-0.374396	-0.290128	-0.184679	0.329965	0.383625	0.23483
YBR059C	-1.084889	-0.836501	-2.488286	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00
