UNIQID	BY4743_log2_Fitness_Score_Rep1	BY4743_log2_Fitness_Score_Rep2	BY4743_log2_Fitness_Score_Rep3	BC187_log2_Fitness_Score_Rep1	BC187_log2_Fitness_Score_Rep2	BC187_log2_Fitness_Score_Rep3	DBVPG1373_log2_Fitness_Score_Rep1	DBVPG1373_log2_Fitness_Score_Rep2	DBVPG1373_log2_Fitness_Score_Rep3	YJM978_log2_Fitness_Score_Rep1	YJM978_log2_Fitness_Score_Rep2	YJM978_log2_Fitness_Score_Rep3	NCYC3290_log2_Fitness_Score_Rep1	NCYC3290_log2_Fitness_Score_Rep2	NCYC3290_log2_Fitness_Score_Rep3	Y12_log2_Fitness_Score_Rep1	Y12_log2_Fitness_Score_Rep2	Y12_log2_Fitness_Score_Rep3	YJM1389_log2_Fitness_Score_Rep1	YJM1389_log2_Fitness_Score_Rep2	YJM1389_log2_Fitness_Score_Rep3	YJM1592_log2_Fitness_Score_Rep1	YJM1592_log2_Fitness_Score_Rep2	YJM1592_log2_Fitness_Score_Rep3	YJM1273_log2_Fitness_Score_Rep1	YJM1273_log2_Fitness_Score_Rep2	YJM1273_log2_Fitness_Score_Rep3	YPS128_log2_Fitness_Score_Rep1	YPS128_log2_Fitness_Score_Rep2	YPS128_log2_Fitness_Score_Rep3	YPS163_log2_Fitness_Score_Rep1	YPS163_log2_Fitness_Score_Rep2	YPS163_log2_Fitness_Score_Rep3	YPS606_log2_Fitness_Score_Rep1	YPS606_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep1	Y2209_log2_Fitness_Score_Rep2	Y2209_log2_Fitness_Score_Rep3	Y389_log2_Fitness_Score_Rep1	Y389_log2_Fitness_Score_Rep2	Y389_log2_Fitness_Score_Rep3	Y7568_log2_Fitness_Score_Rep1	Y7568_log2_Fitness_Score_Rep2	Y7568_log2_Fitness_Score_Rep3
YGL030W	-0.545532	-0.878108	-0.73262	-1.515085	-1.254719	-1.010943	-2.836501	-2.550197	-2.321928	-0.754524	-1.346325	-1.018983	-1.429988	-3.726982	-4.222392	-5.721099	-4.160992	-6.016808	-0.721844	-0.898651	-0.837447	-0.989508	-1.169925	-1.180863	-0.691878	-2.33479	-1.210711	-3.079358	-3.247928	-2.622052	-2.366128	-1.962198	-2.024662	-1.817229	-2.8157	-1.584963	-1.260652	-1.035333	-1.513172	-1.415037	-1.652077	-0.841527	-0.901698	-0.736966
YKR096W	-0.463947	-1.184425	-2.104337	-5.129283	-2.087463	-4.954196	0.00E+00	0.00E+00	0.00E+00	-1.479168	-1.157541	-0.584963	-2.836501	-1.222392	-2.769387	0.00E+00	0.00E+00	0.00E+00	-2.974005	-1.400538	-2.159199	-2.016302	-0.426265	-1.490326				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-0.934905	-2.333424	-1.096215	-1.109624	-1	-0.621488	-2.137504	-2.121991	-1.289507
YJL026W	-1.213707	-1.40073	-1.602503	-4.882643	-6.357552	-5.066089	-4.481127	-6.357552	-5.954196	0.00E+00	0.00E+00	0.00E+00	-4.590961	-5.921246	-4.222392	-6.83289	-6.459432	-4.050626	-2.188662	-2.784271	-1.315502	0.00E+00	0.00E+00	0.00E+00				-6.475733	-4.209453	-6.61471	-3.354843	-3.554589	-4.0268	-0.969232	-3.263159	-1.521537	-1	-1.854149	-1.129283	-0.280108	-1.389042	-2.841302	-1.922832	-2.807355
YPL143W	-0.346108	-0.76348	-0.653078	-3.409391	-2.820179	-2.621488				-1.78136	-1.696608	-2.091148	-3.216525	-3.326894	-2.920566	-6.139551	-6.459432	-4.507795	-1.968973	-1.509014	-1.828729	-1.893085	-1.274622	-2.087463	-4.196397	-6.022368	-5.954196	-2.485427	-2.206451	-7.149747	-2.669851	-1.954196	-1.016302	0.00E+00	0.00E+00	-1.016302	-2.454176	-1.047306	-1.545968	-1.31034	-1.5025	-1.665581	-1.95109	-1.566347
YER131W	0.044611	0.00226	0.182035	-0.30189	-0.372317	-0.259737	-1.403228	-1.129818	-1.573375	-0.107465	-0.180572	-0.466318	-1.540224	-1.946795	-2.695386	-2.906891	-2.316146	-2.363053	-1.613429	-0.553078	-1.224787	-1.091534	-0.937192	-0.320839	-1.765535	-1.435386	-1.275418	-1.54119	-1.631292	-3.092757	-1.229482	-1.699421	-1.667211	-1.776587	-2.263159	-0.127939	-0.501898	-0.128556	-0.109122	-0.280956	-0.587617	-0.147782	-0.145556	-0.102234
YDR025W	-0.183864	-0.390146	-0.836864	-1.340544	-1.168123	-1.045515	-2.784271	-4.222392	-3.146841	-0.768674	-0.779231	-1.192645	-2.679741	-4.750771	-2.994686	-5.303781	-6.870365	-4.070389	-2.365649	-2.736966	-2.894291	-1.726982	-1.717413	-0.901222	-1.971986	-1.976541	-1.825971	-2.101086	-3.206451	-7.257388	-2.850857	-3.632268	-2.75743	0.00E+00	0.00E+00	-0.957772	-1.222392	-0.369234	-0.961526	-1.464281	-1.175318	-0.805353	-1.236537	-1.211504
YOR341W	-2.533432	-2.807355	-2.389042	-2.321928	-2.427862	-2.34915	0.00E+00	0.00E+00	0.00E+00	-1.366322	-1.13245	-1.516791	-2.398549	-2.109624	-4.485427	0.00E+00	0.00E+00	0.00E+00	-4.169925	-6.475733	-5.736966	-0.847997	-1.777608	-1				0.00E+00	0.00E+00	0.00E+00	-3.058894	-3.544321	-3.392317	0.00E+00	0.00E+00	-1.720846	-1.509014	-2.183222	-2.667425	-3.232661	-3.378512	-1.408806	-2.364572	-2.192645
YCR088W	-5.087463	-2.550197	-4.307429	-2.635086	-2.734903	-2.770518	-5.247928	-2.129283	-2.485427	-0.725378	-0.875304	-0.381508	0.00E+00	0.00E+00	0.00E+00	-4.237039	-6.196397	-6.011227	-5.369234	-5.691162	-7.599913	-2.061401	-1.274622	-1.280108	-6.807355	-4.017922	-4.392317	-3.608809	-3.310788	-7.693487	-3.104337	-2.91427	-2.392317	0.00E+00	0.00E+00	-1.61193	-1.707819	-1.706269	-2.392317	-2.313158	-3.019194	-1.540568	-1.608809	-1.652077
YLR335W	-1.982722	-1.542527	-0.331206	-1.440573	-0.847997	-1.673772	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-3.716207	-4.129283	-2.095157	-5.129283	-3.297681	-5.285402	-2.540568	-2.969626	-4.035624	0.00E+00	0.00E+00	0.00E+00	-3.115477	-4	-5.247928	0.00E+00	0.00E+00	0.00E+00	-1.608809	-1.428843	-0.657112	0.00E+00	0.00E+00	-0.314511	-0.222392	-0.768184	-1.900464	-1.70044	-1.969626	-0.300509	-0.330473	-0.343484
YNL076W	-1.992306	-2.08153	-1.769387	-2.222392	-2.643856	-3.475733	-3.156504	-3.822002	-2.415037	-1.83757	-1.162271	-1.305503	-4.748193	-2.835189	-3.767166	-4.209453	-3.630477	-5.693487	-2.923764	-4.061776	-5.022368	-2.302563	-2.884523	-1.975752	-2.765535	-4.369234	-6.942515	-4.061776	-0.823122	-2.451211	-1.177538	-1.730393	-1.371256	-1.056695	-1.578661	-1.861294	-2.14439	-2.222392	-1.229134	-1.81263	-2.213779	-1.768674	-1.570316	-1.575115
YDL191W	0.047723	0.042197	0.161245	-0.131965	0.039393	-0.257798	-1.47854	-1.527932	-1.569366	-0.237549	-0.328054	0.097024	-1.721536	-1.75774	-1.690316	-1.727671	-1.786361	-2.073581	-0.868135	-1.056902	-0.790904	-0.649758	-0.69975	-0.565063	-1.161967	-1.331409	-1.563901	-2.331206	-0.716207	-1.280108	-1.584963	-1.121991	-1.584963	-0.817229	-0.400663	0.132215	-0.389461	0.760049	0.17897	-0.091456	0.196044	-0.252766	-0.346176	-0.030502
YMR143W	-0.385551	-0.341737	-0.091839	-0.545792	-0.568284	-0.929381	-1.747234	-1.917538	-1.633057	-0.648528	-0.533035	-0.479397	-2.387023	-3.148863	-3.33787	-3.471869	-2.485427	-3.564785	-2.379539	-2.270854	-2.340229	-0.990152	-0.601916	-0.973625	-2.096463	-1.788496	-2.172837	-4.765535	-2.53842	-1.375867	-3.155278	-2.608809	-2.33787	-1.636657	-0.9698	-0.591849	-0.165851	-0.122397	-0.243085	-0.498806	-0.42279	-0.645891	-0.4397	-0.357032
YPL020C	0.039235	-0.098805	-0.111946	-0.841738	-0.3249	-1.198193	-1.222392	-1.082462	-1.65862	0.099536	-0.478124	-0.333679	-1.654671	-1.722466	-1.693161	-1.968489	-2.584963	-2.254573	-1.750022	-2.388565	-1.642106	-1.25634	-0.572362	-0.510738	-1.515498	-1.217591	-0.935149	-2.568399	-0.823122	-1.546591	-0.638205	-0.974909	-0.602345	-0.859049	-0.863229	-0.404271	-0.048094	-0.419274	-0.616395	-0.429835	-0.404149	-0.130669	-0.049469	-0.239986
YKR100C	-0.370748	-0.862496	-0.222392	-1.388182	-1.376854	-1.557482	-2.025535	-1.954196	-3.247928	-0.493893	0.068337	-0.098032	-2.598259	-3.57447	-3.169925	-2.609416	-2.137504	-3.620586	-1.994838	-2.705978	-2.555127	-1.363963	-0.562595	-0.70044	-2.138561	-2.058894	-2.032843	-3.668379	-2.375039	-1.906891	-1.500694	-1.168506	-1.651364	-1.72412	-2.748586	-0.401098	-0.746133	-0.587177	-0.806228	-0.305739	-0.259583	-0.16651	-0.175572	-0.391083
YLR080W	-1.752072	-1.40439	-1.725825	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.415037	-2.557995	-1.047306	0.00E+00	0.00E+00	0.00E+00	-2.807355	-1.584963	-2.807355
YIL149C	-1.513527	-0.858644	-1.489038	-2.125531	-1.844722	-2.195016	-3.156504	-2.822002	-2.321928	-1.504994	-1.060882	-1.731804	-5.247928	-5.217231	-5.634206				-5.007495	-2.653134	-2.89812	-3.27684	-2.83289	-2.08092	-1.372809	-2.191426	-2.424498	-3.040157	-3.310788	-2.86507	-1.154975	-1.341037	-1.238787	-3.139157	-0.8157	-1.880418	-2.222392	-2.106199	-1.825321	-1.599462	-1.293991	-3.17585	-2.217905	-2.351074
YAL003W	-0.932286	-0.876852	-0.968291	-1.0126	-1.640168	-1.280108	-2.321928	-1.807355	-1.822357	-1.504569	-0.939071	-0.595975	-2.923379	-4.822002	-4.57289	-6.224002	-8.118941	-6.599913	-2.948601	-3.331844	-3.111508	-2.693487	-2.169925	-2.708951	-2.507795	-1.969626	-2.739291	-3.376721	-2.442518	-2.906891	-1.440573	-1.715023	-1.773229	-1.932707	-1.593308	-1.13465	-1.97427	-0.939246	-2.801619	-2.203872	-2.597563	-1.188345	-1.384918	-1.402098
YDR166C	-0.321328	-0.048453	-0.428135	-1.008528	-0.7849	-1.224373	-0.638764	-0.520832	-0.566945	-0.301774	-0.409571	-0.229541	-1.278716	-2.017796	-1.703018	-1.728928	-2.300789	-2.149941	-0.861575	-1.154612	-1.058894	-0.657475	-0.64265	-0.833103	-0.268221	-0.601603	-0.374848	-1.357011	-0.545532	-1.250444	-0.5559	-0.516398	-0.395541	-0.824284	-0.451426	-0.168271	-0.671801	-0.68741	-0.237039	-0.516826	-0.327831	-0.514573	-0.524865	-0.507231
YPL012W	-0.679213	-0.33034	-0.890878	-1.037475	-0.632268	-0.654004	-1.231523	-1.044394	-1.550197	-0.536344	-0.783606	-0.899836	-2.345292	-3.061401	-2.607158	-3.446886	-5.137504	-2.584963	-1.364156	-1.380708	-1.810255	-0.256565	-0.41055	-0.297544	-1.47961	-1.780513	-2.146841	-2.668379	-1.899473	-1.965235	-0.511084	-0.66773	0.076621	0.00E+00	0.00E+00	-0.744743	-0.601173	-1.149941	-1.216037	-0.922832	-1.186769	-1.253757	-0.959358	-1.242857
YMR013C	-0.307822	-0.919978	-0.548521	-0.768409	-0.708345	-1.372952	-1.030162	-1.153079	-1.659925	-1.277704	-0.454259	-0.368867	-1.729352	-3.866249	-4.497187	-4.459432	-6.189825	-4.864186	-1.361555	-0.745186	-2.589579	-1.066495	-0.908577	-1.246161	-1.698173	-1.730393	-0.769116	-1.976541	-3.479993	-2.149747	-1.162271	-0.870584	-0.656896	-0.74684	-1.455804	-0.690896	-0.336049	-1.122228	-1.013175	-0.667425	-0.821499	-0.850519	-0.736966	-0.30648
YIL036W	-0.641345	-0.206451	-1.048759	-0.69105	-0.660208	-0.868755	-1.921012	-1.765535	-2.140178	-0.432227	-0.719372	-0.316785	-1.839535	-3.337035	-3.006205	-3.486987	-3.439869	-3.242361	-1.982926	-1.713507	-1.856137	-0.301536	-0.010847	-0.859993	-0.73262	-1.137504	-0.832705	-3.328782	-1.459432	-2.23763	-0.252946	-0.622765	-0.68218	-1.08471	-0.884647	-1.36347	-1.067014	-0.986776	-0.571043	-0.497268	-0.535332	-0.166796	-0.615989	-0.533616
YGR090W	-0.949959	-1.123631	-0.661895	-1.156342	-1.230854	-0.73091	-1.708698	-2.058894	-1.843697	-1.214739	-0.696989	-1.413851	-3.911944	-6.214319	-4.136539	-2.940621	-5.647972	-4.694261	-1.8468	-2.431951	-3.173927	-0.573185	-0.442669	-0.330149	-1.048363	-2.407504	-2.068895	-1.985101	-1.428843	-1.738483	-1.658026	-1.183797	-1.338802	-2.876123	-2.678197	-1.554002	-1.385222	-1.274622	-1.70941	-1.862893	-1.80122	-1.338169	-1.440573	-1.364054
YEL015W	-0.461134	-0.306978	-0.714598	-0.525628	-0.662071	-0.80122	-2.33787	-2.06413	-1.621488	-0.868088	-0.232834	-0.18474	-5.33985	-3.0199	-4.73954	-3.383704	-3.662965	-3.692491	-1.376854	-1.778644	-1.963474	-0.914449	-0.657608	-0.872696	-1.440573	-1.115477	-1.785495	-1.929117	-1.452207	-1.473931	-1.47468	-1.18133	-1.062736	-1.428664	-1.526194	-1.328326	-1.155278	-0.924449	-1.355875	-0.639253	-1.386512	-0.841571	-1.279336	-0.7795
YDL134C	0	-0.104108	-0.217685	-1.525785	-1.433323	-1.672425	-2.672425	-1.887525	-2.565854	-1.546193	-1.233059	-0.718229	-3.358687	-4.192645	-2.807355	-3.77259	-4.50057	-2.886132	-0.969106	-2.092757	-1.20847	-0.958481	-1.016973	-0.868961	-2.736966	-2.801774	-2.896164	-3.53842	-2.6746	-2.839204	-1.522227	-1.924051	-1.441269	-0.817229	-2.526194	0.058299	-0.048499	-0.833028	-1.266601	-1.008082	-1.302987	-0.425764	-0.497958	-0.419625
YDL082W	-0.107357	0.140048	-0.154034	-0.627582	-0.442222	-1.156869	-2.561879	-2.227069	-3.551796	-0.665775	-0.717361	-0.024946	-3.044394	-2.877317	-3.075288	-3.643856	-4.289507	-4.83289	-1.653027	-2.098628	-1.876342	-1.043253	-0.890771	-0.806025	-3.321928	-3.6746	-2.537434	-2.608046	-2.851749	-3.092757	-2.014747	-1.561017	-1.316259	-2.876123	-4.696119	-0.529948	-0.705771	-0.223583	-0.49304	-0.503433	-0.517848	-0.415037	-0.40397	-0.484481
YML073C	-0.087463	-0.413441	-0.199869	-0.919169	-0.24552	-0.358855	-2.148392	-1.099536	-3.303781	-0.201634	-1.856636	-0.174029	-2.628684	-3.155711	-2.86645	-4.139551	-5.237039	-5.459432	-1.549773	-1.797183	-1.152647	-0.759508	-0.277534	-0.838845	-1.716207	-2.007196	-2.823122	-1.985101	-1.220126	-1.965567	-1.481869	-2.165059	-2.137504	-1.206272	-3.585087	-0.384143	-0.294285	-0.750324	-0.802663	-0.773229	-0.913585	-0.555698	-0.056362	-0.221214
YKL060C	-0.822213	-0.665999	-0.802423	-0.750828	-0.606179	-0.311087	-2.280108	-2.634716	-1.61471	-0.323504	-0.486559	-0.736966	-2.295456	-3.938599	-2.975197	-2.950787	-3.403722	-4.302819	-1.762961	-2.063695	-2.044394	-1.201634	-0.981699	-0.76184	-2.115477	-1.901222	-1.961526	-2.602036	-1.750771	-1.558731	-1.273648	-1.455195	-2.157541	-0.969232	-3.400663	-0.144076	-0.211504	-0.214657	-0.983512	-1.415037	-1.04182	-0.343182	-0.323077	-0.705166
YBR078W	-0.395301	-0.627582	-0.301269	-1.106915	-0.703118	-0.945074	-2.584963	-2.428843	-3.182203	-0.993179	-1.251783	-1.643306	-3.169925	-3.626783	-3.944858	-5.517276	-8.5157	-4.693487	-4.16323	-3.006426	-2.657112	-0.982298	-1.575312	-2.212994	-2.182203	-3.437405	-3.145677	-3.326574	-3.417408	-1.644772	-2.277534	-2.160992	-2.314873	-1.817229	-7.064511	-0.564231	-1.135011	-0.828729	-2.306661	-2.343954	-1.707447	-0.769266	-0.777608	-1.164063
YDL133W	-0.780034	-0.433719	-0.971511	-1.364997	-1.734903	-1.84659	-2.551796	-2.70044	-3.292782	-0.943966	-1.173648	-0.163058	-5.505528	-4.61891	-4.63743	-5.72792	-7.330917	-6.016808	-3.255501	-3.616259	-3.608809	-3.584963	-1.986579	-2.196397	-2.988685	-2.332983	-2.93546	-3.472488	-2.173483	-2.033423	-2.247928	-2.572251	-2.807355	-2.139157	-7.257156	-1.410088	-1.49976	-1.476149	-2.201634	-2.679031	-2.191141	-1.230484	-1.31034	-1.598019
YOL040C	0	-0.425022	-0.316735	-0.758136	-0.694955	-0.576992	-2.63743	-2.26559	-2.054908	-0.268935	-1.031632	-0.606496	-2.427862	-2.461227	-2.948113	-2.906891	-4.133399	-1.661415	-1.980891	-1.72514	-1.31895	-1.060882	-0.818974	-0.54299	-1.991963	-1.688056	-0.745954	-1.521537	-2.09818	-0.965567	-1.756074	-1.182416	-1.319417	-1.206272	-1.8157	-0.185279	-0.246161	-0.96425	-0.534657	-0.931201	-0.898503	-0.224873	-0.422409	-0.146444
YJL148W	-0.130346	0.083141	-0.362044	-1.068713	-1.064489	-1.039966	-2.188662	-2.613532	-2.890771	-0.598138	-0.396422	-0.775393	-3.443919	-2.843881	-3.790772	-6.639039	-5.008989	-4.634206	-1.167295	-1.666061	-1.211504	-1.485427	-1.807355	-1.654503	-2.984233	-3.017074	-3.426265	-2.726624	-1.668379	-1.421827	-1.738277	-1.68966	-1.243174	-0.932707	-1.848122	-0.481236	-0.912815	-0.845672	-0.694374	-0.924548	-1.243926	-1.062645	-0.862098	-0.726182
YDL133C-A	-0.547488	-0.32662	-0.189695	-1.075288	-0.938599	-0.822604	-2.838719	-2.420332	-2.289507	-0.54507	-0.586957	-0.921828	-2.732716	-5.173927	-4.224631	-4.850857	-6.870365	-5.78136	-2.378512	-1.919382	-1.694587	-1.629018	-2.234465	-2.369234	-2.427421	-3.5157	-2.685566	-7.643856	-2.360256	-3.257388	-1.463947	-2.071791	-1.539159	0.00E+00	0.00E+00	-1.430304	-0.63804	-1.00518	-2.778973	-2.686842	-2.976074	-1.212806	-1.016394	-1.176878
YPL231W	-2.485427	-5.169925	-3.584963	-3.415037	-2.426265	-2.321928	-4.392317	-3.285402	-4.754888	-2.716207	-1.754888	-2.359896	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-2.263034	-2.899473	-3.369234	-3.378512	-1.807355	-2.058894	-5.169925	-3.857981	-5.426265	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.321928	-3.392317	-2.415037	-3.643856	-3.560715	-3.025535	-2.51245	-1.857981	-2.306661
YJR053W	-2.478047	-2.129283	-2.127756	-4.357552	-2.89812	-1.75743	-5.70044	-2.736966	-4.459432	-2.584963	-2.906891	-4.459432	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-2.196397	-3.954196	-5.01495	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	-4	-2.722466	-4	0.00E+00	0.00E+00	-2.282934	-1.540568	-2.584963	-2.758027	-1.4458	-1.448758	-2.023847	-2.369234	-2.029747
YOR326W							0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00				-1.959358	-6.044394	-3.70044				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00						
YML085C	-4.169925	-5.285402	-5.129283	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00						
YFL037W							-6.375039	-5.906891	-6.357552																									0.00E+00	0.00E+00									
YLR008C	-5.918863	-7.276124	-4.827819				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	-3.369234	-5.392317	-5.285402	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-5.357552	-6.066089	-6.507795	-3.981853	-5.442943	-4.938599
YLL024C	-7.906891	-6.84549	-5.007495	-7.179909	-7.285402	-4.156504				-4.415037	-7.139551	-5.266787							-5.285402	-6.209453	-7.357552	0.00E+00	0.00E+00	0.00E+00	-6.459432	-6.475733	-5.554589							0.00E+00	0.00E+00	-3.51307	-7.098032	-3.632268	-6.400879	-4.946419	-4.213779	-4.731804	-4.841302	-4.584963
YAL029C	-7.592457	-7.321928	-6.108524	-6.599913	-4.185867	-6.686501				-3.678072	-4.232661	-3.874469							-5.459432	-6.78136	-6.022368	0.00E+00	0.00E+00	0.00E+00	-5.954196	-5.906891	-4.053111	0.00E+00	0.00E+00	0.00E+00	-5.930737	-5.475733	-6.442943	0.00E+00	0.00E+00	-3.437405	-5.098032	-2.369234	-6.087463	-7.066089	-5.906891	-6.076816	-5.137504	-4.666757
YLR153C	-4.218424	-4.047753	-5.774787	-3.222392	-6.475733	-6.149747				0.00E+00	0.00E+00	0.00E+00	-6.392317	-7.629357	-5.748193	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-4.643856	-4.84549	-4.087463	-5.72792	-4.044394	-5.754888
YFR028C	-4.316369	-4.192645	-4.517848	-4.437405	-5.564785	-7.651052				-4.658211	-5.61471	-4.584963							-7.643856	-6.592457	-8.087463	-5.209453	-5.584963	-6.672425				-7.055282	-7.523562	-4.447459				0.00E+00	0.00E+00	-2.693022	-4.290677	-3.232661	-3.459432	-3.603822	-2.942919	-3.800469	-3.723616	-4.612031
YJR123W	-4.093512	-4.18175	-3.70044	-4.011973	-5.894818	-5.594947	-3.611435	-2.938599	-3.446256	-6.592457	-5.266787	-5.217231	-5.97728	-7.400879	-8.033423							-4.882643	-7	-4.78136	-7.426265	-6.84549	-6.008989							0.00E+00	0.00E+00	-4.01495	-7.303781	-4.83289	-4.486184	-3.520832	-3.621096	-5.879146	-5.243174	-5.573647
YJL190C	-3.694587	-3.378512	-4.275278	-3.232661	-3.158429	-4.961932				-6	-5.442943	-6.266787							-6.930737	-3.57289	-3.954196	0.00E+00	0.00E+00	0.00E+00				0.00E+00	0.00E+00	0.00E+00	-5.491853	-3.321928	-6.149747	0.00E+00	0.00E+00	-3.754888	-4.098032	-2.954196	-5.266787	-4.634206	-5.491853	-4.342392	-5.564785	-4.011227
YER126C	-2.387023	-2.275634	-3.228819	-3.294183	-3.306661	-3.258734	-5.087463	-3.038135	-4.285402	-2.265894	-3.969626	-3.099536	-3.226068	-5.714246	-7.392317	-3.769387	-4.152647	-4.056831	-2.557995	-3.069162	-2.712074	-2.274033	-2.847997	-2.190331	-2.657112	-2.399407	-3.844349	-4.321928	-4.046693	-4.573991	-2.208399	-3.091148	-3.162939	0.00E+00	0.00E+00	-3.475733	-3.584963	-2.369234	-5.83289	-3.814697	-4.475733	-4.191141	-4.288245	-4.539159
YLR340W	-3.34915	-3.285402	-3.408582	-3.984893	-4.84549	-3.754888	-5.33985	-6.209453	-6.285402	-2.78136	-2.736966	-3.459432	-7.247928	-7.129283	-7.312883	-3.874469	-6.672425	-5.426265	-6.894818	-4.158429	-3.947533	-1.685891	-2.476438	-3.194378	-4.790077	-3.960829	-3.254814	0.00E+00	0.00E+00	0.00E+00	-3.459432	-3.744161	-3.584963	0.00E+00	0.00E+00	-2.670936	-2.536053	-0.430634	-3.408085	-4.058894	-4.419539	-4.169925	-3.529253	-2.399931
YPL145C	-2.497906	-2.670936	-2.279493	-2.79481	-3.440573	-3.552972	-3.023847	-3.760812	-4.297681	-1.771841	-1.708537	-1.89812	-5.4411	-3.818162	-6.1127	-5.009984	-4.396605	-5.620586	-3.822002	-4.317679	-3.563901	-2.575685	-2.26096	-2.517276	-5.790077	-5.185867	-3.684498	-3.402098	-3.417408	-1.790904	-3.06848	-2.282934	-3.076816	-6.46903	-4.028694	-1.741932	-2.08274	-2.160177	-2.736966	-2.363216	-2.525723	-2.022937	-1.841738	-1.934905
YDL195W	-3.852443	-4.118941	-3.649093	-4.179909	-4.187627	-3.378512	-4.247928	-5.643856	-4.369234	-4.523562	-2.754888	-3	-6.672425	-6.238405	-7.033423	-5.798742	-7.330917	-4.468769	-6.139551	-7.409391	-6.569856	-5.066089	-2.841302	-4.824428	-2.928917	-3.807355	-7.748193	-7.930737	-3.658963	-3.146841	-3.399931	-3.571542	-2.947533	-5.246637	-3.263159	-2.102362	-2.304855	-3.632268	-3.155918	-3.263034	-3.713437	-2.573991	-2.860597	-2.987927
YDR060W	-2.651364	-2.169925	-2.178337	-2.456065	-2.296049	-2.894009	-2.217591	-1.993976	-2.881012	-2.240791	-2.345058	-2.015075	-3.38773	-4.129283	-3.558587	-3.061776	-4.690614	-4.89724	-2.347351	-2.38529	-2.878009	-1.807355	-0.567041	-1.181066	-2.53172	-3.354843	-2.978626	-2.568399	-2.668018	-2.812254	-2.026472	-2.750022	-2.47032	-1.402192	-2.000125	-2.416738	-1.200913	-2.321928	-3.558587	-3.97728	-4.653442	-2.179909	-2.055853	-2.317111
YBR127C	-2.395929	-3.234465	-3.469485	-3.459432	-2.075288	-2.95109	-3.532495	-2.784271	-2.906891	-2.06413	-1.467126	-2.020464	-4.731804	-4.258734	-5.448461	0.00E+00	0.00E+00	0.00E+00	-5.383704	-3.942515	-4.087463	-1.606658	-3.870365	-2.350497	-4.70044	-6.285402	-6.554589	-6.930737	-3.196397	-6.906891	-4.754888	-5.044394	-6.375039	0.00E+00	0.00E+00	-2.388271	-2.984893	-1.031027	-2.36257	-2.634716	-3.376376	-1.556393	-1.424498	-1.943416
YBR031W	-0.376563	-1.63743	-0.266515	-1.115477	-1.584963	-1	0.00E+00	0.00E+00	0.00E+00	-0.565597	-0.947533	-1.044394				0.00E+00	0.00E+00	0.00E+00	-2.584963	-2.807355	-6.066089	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	-1.263034	-0.807355	-1.253757	-1.860597	-0.665581	-0.85561	-1.467126	-0.72792	-0.060121
