UID	BC187_Avg_log2_Fitness_Score	BC187_FDR	BY4743_Avg_log2_Fitness_Score	BY4743_FDR	DBVPG1373_Avg_log2_Fitness_Score	DBVPG1373_FDR	NCYC3290_Avg_log2_Fitness_Score	NCYC3290_FDR	Y12_Avg_log2_Fitness_Score	Y12_FDR	Y2209_Avg_log2_Fitness_Score	Y2209_FDR	Y389_Avg_log2_Fitness_Score	Y389_FDR	Y7568_Avg_log2_Fitness_Score	Y7568_FDR	YJM1273_Avg_log2_Fitness_Score	YJM1273_FDR	YJM1389_Avg_log2_Fitness_Score	YJM1389_FDR	YJM1592_Avg_log2_Fitness_Score	YJM1592_FDR	YJM978_Avg_log2_Fitness_Score	YJM978_FDR	YPS128_Avg_log2_Fitness_Score	YPS128_FDR	YPS163_Avg_log2_Fitness_Score	YPS163_FDR	YPS606_Avg_log2_Fitness_Score	YPS606_FDR
YAL001C	-1.32458224	0.00000000337	-0.545534835	0.0000217	-5.929844548	0	5.388506745	0	5.385123984	0	-0.233917749	0.559724851	-0.607307738	0.006899225	-0.294389635	0.021875839	1.390790313	0	3.011953453	0	2.01939791	0	-1.829196704	0.00000192	2.144255933	0	1.932040679	0	3.590098383	0.000000000275
YAL002W	-1.320336769	0	-0.002843854	0.985379356	-0.702973587	0.00000891	-2.110135623	0.000000386	-1.843498681	0.000000296	-0.086097791	0.857668781	-0.793056983	0.000229415	-0.787262781	0.00000728	0.092020155	0.668243703	-0.661079372	0.001023989	-0.361334027	0.337024333	-0.193929101	0.346057686	-0.394872472	0.44940618	0.113110673	0.462453987	-1.609998962	0.129083698
YAL003W	-1.310958653	0	-0.92580953	0	-1.983880034	0	-4.106090028	0	-6.980951863	0	-1.349388407	0.00000102	-2.534351141	0	-1.325120298	0	-2.405570546	0	-3.130650909	0	-2.524121059	0	-1.013205072	0.000481599	-2.9087098	0	-1.64294159	0	-2.463284875	0.00446726
YAL005C	-3.437650564	0	-2.518794695	0	-4.361792537	0	-2.911942889	0.000000061	-7.068858539	0	-2.922418695	0	-4.299339381	0	-2.629770255	0	-6.60644519	0	-4.088525688	0	-5.29421435	0	-1.785529321	0.000000000715	-4.545910255	0.00000000747	-3.172214181	0	-6.494763306	0.0000000261
YAL007C	0.281468222	0.016766872	0.134593252	0.163984956	-0.613514301	0.0000000306	-1.123945961	0.00000196	-0.554791993	0.015780544	0.053703115	0.863460441	-0.109783511	0.60695269	0.080666041	0.49692644	-0.054115124	0.795885481	0.234397341	0.160204713	0.164258131	0.506155045	-0.298439153	0.336782956	0.217066015	0.509293165	-0.382859791	0.007890481	-0.600393126	0.593210708
YAL009W	0.483773071	0.000000224	0.106101465	0.273866757	0.039994849	0.753153881	0.009876169	0.980088736	-0.210046955	0.415491203	0.169143527	0.450012819	-0.083350889	0.580678739	0.375447559	0.0000022	0.494781575	0.000256056	0.122044701	0.473780049	0.276144276	0.109469607	0.378686542	0.009627908	0.278391705	0.220509974	0.228452414	0.05130641	0.076309872	0.938353545
YAL010C	-0.314925837	0.009011811	0.240882307	0.004885513	0.105396025	0.373955154	-0.8194362	0.000394712	-0.994447094	0.00000753	-0.114667831	0.701769442	-0.150957635	0.351487097	0.321677546	0.000511691	0.424587906	0.001124063	-0.23708871	0.158850938	0.070911598	0.795209693	0.1092203	0.641511924	-0.369962698	0.218117358	0.179980959	0.225626986	0.395667594	0.666241999
YAL011W	-0.03755271	0.853259319	0.177550918	0.280900754	-2.908171284	0	-1.693526207	0.0000331	-0.16031651	0.646092325	-0.587520213	0.058294838	0.334614279	0.12867444	-0.692354715	0.0000713	-0.971902615	0.156226536	-0.615396934	0.002239206	-0.250670797	0.590467063	-1.159581698	0.017685493	-0.534381068	0.305701926	-5.723777732	0	-0.315464322	0.827821501
YAL012W	0.055395478	0.75074778	0.083416479	0.795270539	-0.965678465	0	-2.257266557	0.000000171	-1.448761639	0.000262813	-0.263346186	0.415443928	-0.265203501	0.218669355	-0.079740841	0.569975102	-0.13370641	0.591418054	0.002620067	0.990884545	-0.120603882	0.656602198	-0.061356757	0.864856771	-0.071086719	0.875428335	-5.881050526	0	-0.587408326	0.494716207
YAL013W	0.122038399	0.304467859	-0.036602596	0.748055988	-0.598567651	0.00000608	-0.351378908	0.156271496	-0.671440498	0.00149952	-0.043024615	0.878591311	0.439250845	0.000499904	0.212292775	0.016389769	-0.665190159	0.005527056	-0.39283186	0.015379949	0.045821548	0.884676544	-0.089239745	0.745302257	-0.210258264	0.394474698	-0.049466984	0.7245107	-0.989300447	0.181727555
YAL015C	0.376451044	0.044415199	-0.19349898	0.225504479	-5.368854313	0	-1.291545654	0.190320578	-0.530428035	0.113866869	0.272942463	0.486778776	-0.206813618	0.381346941	0.021141793	0.860961641	0.020412718	0.95189114	-0.55091963	0.020451552	0.083028277	0.86363565	0.095516608	0.834763013	0.297415022	0.355698167	0.74576492	0.0000000605	#N/A	#N/A
YAL016C-B	0.221864806	0.034952952	0.414745013	0.00000242	-0.083248554	0.522379997	0.973006837	0.00000795	-0.047565974	0.946590885	-0.072626106	0.828108758	0.017049838	0.944337545	0.342064491	0.000133453	0.301547015	0.103689534	1.023290641	0.000000000347	0.506621033	0.001473401	-0.060244284	0.831584305	0.993383551	0.000000152	0.347231703	0.0000637	0.206761092	0.825727808
YAL016W	0.222309022	0.26854488	0.030947438	0.898152108	-5.671151179	0	-1.4915636	0.003878116	-0.461909959	0.098017256	0.482298609	0.137504375	-0.054074507	0.846565905	-0.134720988	0.30281601	-0.346211415	0.236460829	0.254831704	0.179124067	0.332559113	0.204877365	-0.09849526	0.79156671	-0.778937732	0.045658893	-0.239006618	0.117604228	0.788216632	0.317726003
YAL018C	0.078810747	0.646730433	0.353626277	0.000213475	-0.025602793	0.838379667	-0.313160055	0.212516516	-0.212242981	0.478740347	0.50308193	0.03379051	-0.394085198	0.03728588	0.103207066	0.386810212	0.179775481	0.480292808	0.323069932	0.068788992	-0.017365908	0.960510858	-0.168046856	0.599530604	-0.721960907	0.017615321	0.123592304	0.296067687	0.700280963	0.432239616
YAL019W	-0.426515788	0.016276449	-0.119540739	0.446264611	-0.854536883	0.0000029	-1.507613098	0.001182027	-1.777218893	0.00000133	0.219624997	0.601315445	-0.372704846	0.05322434	-0.541183394	0.0000476	-0.065888398	0.770226244	-0.674920442	0.00263527	-0.386072697	0.253624058	-0.356023385	0.275087531	0.467010382	0.213708039	-0.301886417	0.117267949	-2.485481672	0.007912551
YAL020C	0.395401151	0.002243532	-0.176153231	0.330354399	0.172624391	0.234098486	-1.396177801	0.006445208	-0.897935417	0.001602578	-0.056782121	0.884890018	0.061566959	0.796071268	0.146076634	0.18894376	-0.524777228	0.075592003	-0.863581123	0.00019106	-0.087790751	0.827449695	0.48049914	0.22801462	0.310352951	0.235457063	0.036339195	0.88602241	0.692933032	0.394293773
YAL021C	0.565427036	0.00364079	0.012276579	0.985379356	-0.573886702	0.0001498	-4.208539177	0.00000000421	-0.506194	0.205480744	-0.486652613	0.315460029	-1.048644853	0.003601895	-0.788327769	0.0000531	-0.816527319	0.016814592	-0.656471272	0.01470999	0.554857358	0.289121128	-0.945278568	0.048435537	-0.753173739	0.16602468	-0.11190653	0.468940542	-0.769755739	0.463479079
YAL022C	0.165449403	0.241514184	-0.144051368	0.322455261	-2.088208068	0.00000000539	-1.05451764	0.001288514	-1.036901608	0.000468763	0.283135226	0.388331417	0.066277267	0.777944292	0.025029012	0.830012323	-0.048592013	0.866650475	-0.646330963	0.000582774	0.173077787	0.520823624	-0.116230748	0.756409115	-0.505200496	0.128488214	0.010143048	0.970533125	0.601489501	0.487029925
YAL027W	0.294692772	0.118774258	0.291973469	0.126372069	-4.615881548	0	-2.324486071	0.00053471	-0.992171314	0.010614987	0.435141966	0.20929576	0.02412799	0.974766832	0.150533772	0.415570782	0.17208325	0.668243703	0.010468353	0.981564699	0.21613924	0.694549973	-1.114651467	0.142122625	-0.361424916	0.602881669	0.372192689	0.041838465	#N/A	#N/A
YAL028W	0.063631675	0.638405903	0.239575615	0.01335545	-0.250429107	0.098062879	-0.951456141	0.000531082	-0.457311268	0.044789576	-0.23532026	0.400274755	-0.097642878	0.568298449	-0.010609759	0.946421237	0.355469724	0.009203705	-0.177842352	0.30254214	-0.03363448	0.902046797	0.178324926	0.322135741	0.228945147	0.31192203	-0.176738954	0.294944575	-0.229490265	0.808943681
YAL029C	-5.824093305	0	-7.00763653	0	-4.909111839	0	-7.243044537	0	-6.802660455	0	-3.634890402	0	-6.353480876	0	-5.293691904	0	-5.304732747	0	-6.087719715	0	#N/A	#N/A	-3.928400593	0	#N/A	#N/A	-5.949804755	0	#N/A	#N/A
YAL030W	0.242464711	0.026114209	0.321174479	0.000164765	-0.068958356	0.339646473	-1.013469346	0.0000328	-0.949433644	0.0000252	0.404351519	0.086014058	-0.013511358	0.93766905	0.42257121	0.0000028	-0.2133921	0.163472749	-0.380991347	0.018220065	-0.012253496	0.961533782	0.530870614	0.062719208	-0.359650844	0.191036817	0.165192961	0.229368306	-0.400066156	0.659373072
YAL031C	0.006199549	0.985981366	-0.016567251	0.898963919	-0.574381308	0.000381642	-1.412587303	0.001939958	-2.477509556	0	-0.196574224	0.520664923	-0.588371045	0.002057031	-0.318183035	0.00555176	0.440684288	0.050198141	-1.173244871	0.000000134	-0.657219439	0.014074364	0.334086006	0.353218989	-0.639345579	0.128928434	-0.494404933	0.000295252	-1.019797324	0.221731203
YAL032C	0.33613816	0.007749341	-0.134838616	0.194960399	-0.644500418	0.000034	-0.217601912	0.471396125	-1.413197671	0.00000000403	0.189341617	0.439469258	0.052184684	0.772434178	0.046799298	0.659387848	-1.032016463	0.001127227	-0.616235785	0.000488465	-0.066742834	0.820121676	0.075087515	0.742834769	-0.100105666	0.780133054	0.009596853	0.980904925	-0.283641275	0.78538796
YAL033W	0.074188997	0.638405903	-0.060399041	0.652468267	-0.438959074	0.00070489	-0.195787607	0.56761411	-1.070066772	0.0000437	0.145264725	0.64218503	0.113127045	0.540464867	0.092068827	0.517080606	-0.321092699	0.191942174	-0.461543248	0.007974443	-0.011577965	0.965707	-0.221959838	0.581858583	-0.690431185	0.085876304	-1.207342686	0	0.406956517	0.649720826
YAL034C	0.465240277	0.000304795	0.168070292	0.402036245	-0.145297912	0.338389625	0.037241694	0.8160769	-2.39550787	0	0.156458651	0.758151413	-0.032701728	0.897366081	-0.436187857	0.00027382	-0.003323002	0.982271032	-0.634015469	0.029823392	0.039537206	0.929977465	#N/A	#N/A	-0.82558719	0.021945544	-0.08046991	0.697442303	-0.42138185	0.722255487
YAL037C-A	0.121769776	0.38194083	0.287465442	0.002032273	0.272790892	0.00039727	-0.345935575	0.202483684	-1.056555616	0.0000133	0.461138227	0.145677426	0.091228994	0.634023349	0.468497132	0.000000362	-0.025855843	0.917538174	-0.290051207	0.098174302	0.379073952	0.095513691	0.563438166	0.000159769	-0.251670377	0.37662012	0.055644637	0.73230185	-0.15294769	0.882789896
YAL038W	-1.37426786	0	-1.654046024	0	-4.939527392	0	-3.659093308	0.00000687	-2.94911398	0.000000157	-0.33100367	0.573475277	-1.681193841	0	-1.157231473	0	-1.236776823	0.01068207	-1.610898899	0.00000226	-1.587860587	0.000182224	-1.803728391	0.000399586	-1.98768162	0.000147538	-4.295270249	0	-2.110296841	0.066681447
YAL039C	-1.002947475	0.000000525	0.405486343	0.0000612	-0.318579333	0.006947264	-0.2343856	0.388351106	-0.067967619	0.885653323	0.432620176	0.135814221	-0.505556046	0.034175787	0.30397173	0.008680972	0.341025837	0.09884242	0.208355636	0.240089078	0.120000658	0.739846101	0.771732968	0.001761029	0.528064927	0.06593609	0.283677672	0.020572087	-0.327059004	0.752804858
YAL040C	-1.647132334	0	-0.206706294	0.150347231	#N/A	#N/A	-0.041082524	0.898879624	-1.526730445	0.003934146	-2.0637254	0	-1.222898256	0.000247672	-0.070352645	0.798047205	-0.962989563	0.053741456	-2.461674507	0.000000000563	-1.885203312	0.000592792	-0.34825084	0.343481902	#N/A	#N/A	-1.654583852	0.0000000764	-1.918651923	0.005384023
YAL042W	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.070188995	0.182255672	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YAL043C	#N/A	#N/A	-0.111661416	0.643420389	#N/A	#N/A	-2.787801577	0.002085869	-1.127652509	0.056876322	#N/A	#N/A	0.104716915	0.860466499	-0.503505936	0.160178208	#N/A	#N/A	-0.725212884	0.155773962	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YAL044C	0.169695284	0.637225654	0.195354178	0.410514198	#N/A	#N/A	-0.099992798	0.869824934	0.01963123	0.949594591	0.928165319	0.181901655	0.803943885	0.005675366	0.24472383	0.321872029	#N/A	#N/A	-0.458703409	0.291339729	0.603046483	0.384784881	0.501164337	0.15608694	-0.483318562	0.458687239	-0.052969006	0.858559141	#N/A	#N/A
YAL046C	0.164859504	0.190369108	-0.17237521	0.306416162	-0.823719185	0.000167704	-0.486187741	0.187005322	-2.0870097	0	0.198800811	0.52987765	-0.513766858	0.003314671	0.201699687	0.05046739	-0.596218656	0.004962914	-0.695319992	0.000213141	0.7504449	0.0000496	0.014041845	0.964159876	-0.260458203	0.450692757	-0.449127511	0.001730975	-1.323902589	0.117032605
YAL048C	-0.271840461	0.032673619	-0.156969753	0.129702676	-0.028258075	0.78805938	-0.93210913	0.000228041	-1.639289471	0	-0.423147905	0.061247568	0.120740051	0.416755223	-0.0514158	0.666020097	-0.614157326	0.005584725	-0.496620195	0.002156487	-0.548992345	0.007652547	0.199854934	0.455711941	-0.423833271	0.152551063	0.212147011	0.120363763	-0.317941798	0.75559229
YAL049C	0.333960264	0.002242536	-0.002719444	0.982885194	-0.740027892	0	-0.683340179	0.001829972	-1.035213303	0.0000154	-0.085532274	0.810176718	0.222769348	0.113951698	0.156537599	0.12567422	0.039272755	0.889370613	-0.437117806	0.014276193	-0.08011354	0.771025935	-0.304268205	0.355235804	-0.268062517	0.360452018	0.16364298	0.183268684	0.298892894	0.744138947
YAL051W	-0.67002627	0.00042074	-0.229374456	0.147908765	-5.401173357	0	-1.958006338	0.0000157	-1.638858169	0.000000732	-0.410857336	0.204411995	-0.038765041	0.847094002	-0.362976318	0.008015558	-0.541466281	0.05736169	-1.547262815	0.000000000725	1.02306339	0.067990169	-0.467452046	0.046950128	-1.899327135	0.0002562	-0.465024605	0.020083253	-3.431020953	0.011960846
YAL053W	#N/A	#N/A	-0.468889748	0.009405344	#N/A	#N/A	-1.77445669	0.004737768	#N/A	#N/A	#N/A	#N/A	0.159833998	0.685924437	-1.510910847	0.000205631	#N/A	#N/A	-1.839955824	0.034043176	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YAL054C	-0.133844412	0.531625751	-0.289850554	0.080505993	-0.493309024	0.0000132	-0.213201871	0.659586691	-1.861582009	0.000000143	0.157272241	0.768096519	-0.826845651	0.000812578	-0.095690638	0.568878572	-0.000780802	0.983932648	-1.356282388	0.00000146	-0.051236355	0.899114714	-0.25296914	0.519297333	0.3745524	0.403408481	0.32449956	0.008795907	0.198377858	0.862638679
YAL055W	0.013139832	0.937716768	0.345291272	0.00876893	0.49298246	0.00069034	-0.219184611	0.596521681	0.066314661	0.649440309	0.544905601	0.048088354	0.332217046	0.061391684	0.284287425	0.018988603	0.266961626	0.066906525	0.564439603	0.00040483	0.467306522	0.017640126	-0.091703371	0.817530773	0.596292693	0.036950015	-5.989362459	0	0.006649274	0.984347999
YAL056W	-0.141768051	0.401856125	-0.51229802	0.0000225	-0.83112337	0.007591111	-1.394141576	0.0000229	-1.052369094	0.0000958	-0.383122421	0.162002993	-1.273862498	0.000000000411	-0.120763613	0.283678455	-0.685931624	0.015734419	-0.806536754	0.0000137	0.343334053	0.133822899	-0.182184351	0.571250625	-0.816449908	0.032013549	-0.000866966	0.991393136	-0.141849128	0.898226927
YAL059W	0.202056964	0.262098297	0.374864164	0.011457732	-4.930353705	0	0.009116849	0.987238605	-1.110668863	0.00010217	0.114950203	0.722136002	-0.350021	0.124706455	0.257394594	0.017213109	0.118382559	0.69921118	-0.427282495	0.041548847	0.121498995	0.688562255	0.203208514	0.616547439	0.0140235	0.969577239	-0.134333353	0.455548491	-0.431243787	0.661594412
YAL060W	0.199915131	0.224488289	0.065182602	0.755388997	-0.425009213	0.003228019	-0.793015784	0.179213595	-1.372010873	0.0000302	0.021656103	0.956023014	-0.141925503	0.563320237	0.138853887	0.216024866	0.191522919	0.471760606	-0.797979469	0.000263589	-0.184882468	0.562589399	-0.189072402	0.56942264	-0.904444655	0.023172968	-5.823732965	0	0.708796709	0.413420082
YAL062W	0.027260871	0.882574956	-0.121105356	0.431197518	-0.611500486	0.011003518	-0.741593789	0.048152527	-0.55878031	0.019820291	0.293310981	0.353106318	-0.066637999	0.78847024	-0.086504902	0.459907629	-0.701190251	0.003264315	-0.349609013	0.080174932	-0.010682842	0.975077701	0.11402506	0.674970496	0.315563575	0.433200692	-0.209544903	0.174649112	0.152093312	0.902558547
YAL064C-A	0.013147633	0.967314163	0.295913429	0.003183868	-0.119160467	0.381063891	-0.284620737	0.309776291	0.229271499	0.236585359	0.43447514	0.054387301	0.375766098	0.003142651	0.235772221	0.019283063	-0.095348783	0.585571972	0.223971289	0.195386578	0.022723143	0.941728858	0.180708049	0.580913233	0.388292302	0.122961081	0.160261114	0.239375357	0.823672436	0.295392659
YAL067C	-0.282217237	0.127413701	0.232480957	0.091791232	-0.000499681	0.941080053	-0.006794164	0.97927833	-0.057261087	0.937980394	-0.040125339	0.914462318	0.337944091	0.128166987	-0.527692307	0.000121928	-0.49383586	0.238805583	0.472074868	0.007679491	0.496753171	0.00836647	-0.349027778	0.361100844	0.157040653	0.644758851	0.12816488	0.353775285	-0.33546566	0.776563145
YAL068C	0.188424967	0.13249026	0.261976259	0.009120266	0.258584194	0.042772523	0.602905875	0.013113805	0.03113615	0.756668607	0.52649072	0.009991015	-0.079637328	0.710619105	0.294071805	0.000324003	0.674503356	0.00000000171	0.426227775	0.007937717	0.548236925	0.00071208	0.156055268	0.56598389	0.161826321	0.561154985	-0.01083567	0.936495678	-0.399269387	0.686223606
YAR002C-A	0.240130659	0.441975577	0.255395083	0.048658529	#N/A	#N/A	-0.584989925	0.06915726	-0.820519725	0.165782528	0.719689718	0.16079065	0.645016416	0.0600676	0.343282834	0.21964492	-2.523622557	0.011282579	0.005893056	0.977526404	-0.066134111	0.882329293	-0.763457787	0.164465872	#N/A	#N/A	0.065921532	0.839547921	#N/A	#N/A
YAR002W	-0.842563228	0.021715434	-0.064773974	0.518015552	4.704958577	0	5.374004661	0	4.628392874	0	0.776503398	0.075288613	-1.336924824	0.00019911	0.275345166	0.326809449	2.680125555	0	2.825980954	0	#N/A	#N/A	0.360425881	0.571231433	#N/A	#N/A	#N/A	#N/A	0.891942388	0.487869006
YAR003W	0.001618589	0.998763124	0.153789453	0.119283044	-6.76118848	0	0.426684377	0.046908897	-1.012887575	0.00000163	0.304114908	0.127937233	0.022683988	0.900833808	0.387424258	0.0000029	0.107158409	0.501743374	0.044138582	0.80060441	0.023504049	0.92969896	0.381156043	0.016149416	0.052714488	0.845444078	0.325453703	0.000130018	-0.458378761	0.605863826
YAR015W	-0.226837728	0.115866745	0.118085541	0.23595215	-0.054323466	0.723636171	-0.588818205	0.117535197	-1.082745337	0.00000836	0.168683911	0.5520146	0.511389106	0.0000535	0.127782955	0.249180644	-0.154220542	0.55239611	-0.249628826	0.180102027	-0.033302138	0.914728927	-0.024332886	0.929886134	0.116161934	0.668688288	-0.03031082	0.829864462	-0.203518072	0.862714545
YAR018C	-0.003542726	0.975741843	-0.205457239	0.045992499	-1.28539239	0	-1.695557559	0.00000000386	-2.067574214	0	0.245008871	0.34097819	0.078400333	0.637143079	0.139954304	0.197528166	-1.369806418	0	-1.326456074	0	-0.223065939	0.303645652	0.024010466	0.953345999	-0.189919732	0.540755417	-2.803772087	0	-2.149756963	0.019402046
YAR020C	0.525427365	0.00000236	0.257428637	0.001904155	0.130232553	0.322952252	-0.127349408	0.581829534	-0.291368325	0.23429381	0.190255424	0.390876706	0.505342923	0.000121951	0.572971365	0	0.46014882	0.000286607	0.197967845	0.220611761	0.090470581	0.721812498	0.582056704	0.0000797	-0.276880712	0.327303301	-0.093444567	0.529503365	-0.055016842	0.962084428
YAR023C	0.195314783	0.205089677	0.248713713	0.004395364	-0.304520179	0.004681832	-0.830026086	0.000902415	-0.342960406	0.17536822	0.451277774	0.099147337	0.248742538	0.112688056	0.252143537	0.012890384	0.4150253	0.002970116	0.088397318	0.617946809	0.030282812	0.90786908	0.456563211	0.053845624	-0.046880459	0.898722636	0.037888009	0.838633065	-0.206089982	0.865890969
YAR027W	0.383803348	0.003293316	0.001316715	0.993185505	0.693639355	0.00000142	-0.602532759	0.072979488	-1.464889658	0.0000112	0.249479619	0.433293832	-0.01930109	0.953158789	-0.036798592	0.808999222	-0.429655354	0.067031695	-0.893339405	0.0000103	0.263243435	0.395766829	0.19322537	0.576960528	-0.571745623	0.126293691	0.005624462	0.989544807	-0.220063348	0.826572512
YAR028W	0.363359357	0.008772787	0.484752231	0.003743856	-0.096163301	0.782601174	1.068384409	0.010122358	0.501085243	0.137101622	0.620871679	0.186722086	0.197023009	0.577703601	0.447246376	0.011252915	-0.479171976	0.460451793	0.220426841	0.39014719	0.64383833	0.032196849	-0.045433592	0.924993615	0.730410903	0.026212575	0.046528982	0.870220798	-0.250793311	0.838399141
YAR029W	0.082884459	0.560586037	0.493039475	0.0000000506	0.026150924	0.86727736	1.191590953	0.000000685	0.232259183	0.197267074	0.591172228	0.00532548	0.36757231	0.009697114	0.121448512	0.282214521	0.3630366	0.033550569	0.660596565	0.0000387	0.3531669	0.045627144	0.221955763	0.450692483	0.184820726	0.621600434	0.355408619	0.001108614	0.084644085	0.936671766
YAR031W	-0.064513799	0.742287298	-0.026408452	0.811449253	-5.569910012	0	-1.286815452	0.00000000883	-1.655171143	0.00000072	-0.558761812	0.037002774	-0.151940515	0.57299312	0.128802369	0.453902386	-2.419447101	0.000000307	-0.98542688	0.0000174	-0.558666966	0.081969129	-0.199647923	0.608199118	-0.193837483	0.718713204	-0.215437151	0.208663988	-0.485905131	0.642284308
YAR035C-A	-0.466448739	0.002109081	-0.637199921	0.00000881	-0.45227647	0.0000116	-2.41265372	0.0000000206	-0.758906038	0.000942947	-0.188744494	0.631067497	-0.304104983	0.091903693	-0.162500291	0.170777984	-1.293636135	0.000101098	-0.760336165	0.0000879	-1.088930641	0.00023038	-0.479005169	0.118117941	-1.748031906	0.0000156	-0.030651252	0.817364971	-0.6867355	0.456963613
YAR035W	0.190980432	0.087495036	-0.049125299	0.755845979	-0.182843767	0.297884246	-0.601225168	0.132633705	-1.037375622	0.00000345	0.205203821	0.37596841	-0.074925166	0.631091	0.202277216	0.024944637	-0.259161692	0.238893781	-0.661503436	0.0000365	0.266610963	0.268561341	0.463221043	0.010324677	-2.94300197	0	0.181318048	0.037520921	-0.266657337	0.785018047
YAR042W	-4.634112279	0	-2.255258606	0	#N/A	#N/A	-5.912534618	0	#N/A	#N/A	-2.469295747	0.00000323	-4.351127634	0	-2.732857195	0	-5.335061973	0	-5.891746786	0	#N/A	#N/A	-2.55323871	0.00000000109	#N/A	#N/A	-5.65384671	0	#N/A	#N/A
YBL001C	-0.166358027	0.279043626	0.167336776	0.065350904	5.000506875	0	6.230064295	0	5.96019851	0	0.901443762	0.00000134	0.177945868	0.310576136	0.757758784	0	4.6620695	0	4.644535596	0	2.887850054	0	0.385578532	0.169057117	4.357624467	0	4.295732056	0	4.477220399	0
YBL002W	0.058806904	0.788863972	-0.053129472	0.707010041	-0.066007132	0.514788136	-0.400786973	0.127232181	-1.19964049	0.00000915	0.096172952	0.794379434	0.23591138	0.164527647	0.224087097	0.046956223	-0.353325025	0.161040397	0.327832627	0.069989702	-0.677178606	0.000295477	-0.389513583	0.119079942	0.284711357	0.32991709	0.45783674	0.00019108	0.17619755	0.854397942
YBL003C	-0.466497126	0.017792824	-0.211179599	0.134535447	#N/A	#N/A	-0.4460414	0.180043936	-1.667809942	0.00000841	0.547397228	0.375668359	0.565901611	0.021332769	0.404426943	0.012775285	0.181285064	0.428730167	0.148139254	0.51992133	-0.630226701	0.044418913	-0.272438132	0.634543089	-0.062495564	0.932049163	-4.995754671	0	-1.098698099	0.343908403
YBL005W	-1.486425238	0	-0.707638188	0.000000654	-5.506340632	0	-4.473933953	0	-1.681439406	0.0000000184	-0.95117378	0.000354373	-0.09222628	0.726263184	-0.726940861	0.0000000403	-2.620845912	0	-2.283356737	0	0.256619159	0.651890073	-0.465230404	0.149741773	-0.795126772	0.017427508	-1.239910352	0.00002	#N/A	#N/A
YBL006C	0.484765604	0.008703141	-0.121130811	0.483708158	-0.200681085	0.129048923	-0.623693108	0.199772928	-2.031750346	0.00000163	-0.533312406	0.132814283	0.429757013	0.043348305	0.229160436	0.09829299	-0.084668811	0.806553272	-0.825095978	0.000491052	-0.199612833	0.671225115	0.222070457	0.518045663	-0.38686551	0.336044708	-0.428606768	0.016043879	-1.026366019	0.424664565
YBL007C	-0.341871813	0.242288101	-1.683542024	0.0000194	-0.012580698	0.91036076	-1.012327206	0.114908239	-2.109810934	0.000254044	-0.911989976	0.057021153	-1.048070702	0.004584891	-1.428706006	0.000000000363	-1.280704678	0.036475864	-2.593200329	0.0000000228	-0.247244872	0.723943234	-1.165087908	0.013071247	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YBL008W	-0.058815885	0.754350723	-0.801414166	0.00000677	-0.945237288	0.00000112	#N/A	#N/A	-1.836132823	0.0000151	-0.500984456	0.07855169	-0.076675802	0.781553588	-0.528892691	0.000144432	-0.082352685	0.770203059	-1.016183337	0.00000923	-0.13235389	0.772684947	#N/A	#N/A	-0.418792362	0.293403074	-0.302683893	0.072836862	#N/A	#N/A
YBL008W-A	0.251579893	0.084407694	0.119738948	0.37215759	0.030391023	0.86901175	0.051780505	0.934170263	-1.014239459	0.000940023	-0.2752181	0.395638363	-0.206039187	0.389713682	0.035226026	0.787753739	-0.144812351	0.509236278	-0.781601628	0.000732194	-0.063909489	0.856440033	-0.268855441	0.443278923	-0.378966469	0.215162042	-0.711178608	0.0000771	-0.53406311	0.608245101
YBL009W	-0.422696314	0.002915234	-0.122771134	0.289657515	-4.000469398	0	0.667007431	0.006849011	-0.860306865	0.008978052	-0.418825863	0.281470818	0.115726858	0.682974706	-0.303382972	0.056724381	-0.968829916	0.000808495	-0.899241979	0.0000161	-0.830362159	0.023553851	-0.354398627	0.335118194	-0.286000322	0.603661062	-0.168731243	0.245149123	-2.071513782	0.039176191
YBL010C	0.090082893	0.893601757	0.186969078	0.217490768	-0.190264322	0.093683832	-0.01125785	0.965326417	-1.454879745	0.000965338	-0.918062615	0.064788997	0.139729889	0.7208265	0.058805432	0.833967993	0.252114589	0.412859719	-0.290111226	0.415920655	-1.548103902	0.00272484	0.461939503	0.367693067	0.611351668	0.284727871	#N/A	#N/A	#N/A	#N/A
YBL011W	-0.046159276	0.808672036	-0.047681123	0.750756979	-0.851065424	0.000127594	0.222193007	0.482009979	-0.529453613	0.039839463	-0.197010033	0.56303825	-0.162806439	0.444455271	-0.188289312	0.145824172	0.189037034	0.421083153	-0.192939732	0.316535871	-0.140624102	0.666377577	-0.489169333	0.17106548	0.050557325	0.886290235	0.286321645	0.098947676	-0.407349627	0.717344846
