UID	BC187_Avg_log2_Fitness_Score	BC187_FDR	BY4743_Avg_log2_Fitness_Score	BY4743_FDR	DBVPG1373_Avg_log2_Fitness_Score	DBVPG1373_FDR	NCYC3290_Avg_log2_Fitness_Score	NCYC3290_FDR	Y12_Avg_log2_Fitness_Score	Y12_FDR	Y2209_Avg_log2_Fitness_Score	Y2209_FDR	Y389_Avg_log2_Fitness_Score	Y389_FDR	Y7568_Avg_log2_Fitness_Score	Y7568_FDR	YJM1273_Avg_log2_Fitness_Score	YJM1273_FDR	YJM1389_Avg_log2_Fitness_Score	YJM1389_FDR	YJM1592_Avg_log2_Fitness_Score	YJM1592_FDR	YJM978_Avg_log2_Fitness_Score	YJM978_FDR	YPS128_Avg_log2_Fitness_Score	YPS128_FDR	YPS163_Avg_log2_Fitness_Score	YPS163_FDR	YPS606_Avg_log2_Fitness_Score	YPS606_FDR
YBR070C	0.459623495	0.007531565	0.233671357	0.160635754	-0.490385972	0.009419645	0.597030697	0.104156384	-0.449236992	0.156470434	0.333308879	0.35888702	0.273280974	0.310576136	0.111379703	0.480409509	0.608392041	0.016841997	-0.475141033	0.031480383	0.087061632	0.839838366	0.391459073	0.236390257	0.473120619	0.067143725	0.206595379	0.224411974	-0.213503387	0.944657
YBR071W	0.701040082	0.00000000124	0.244825414	0.00720041	-5.565746364	0	0.08071015	0.780065036	-0.620542271	0.036186	0.669057503	0.000294893	0.215876543	0.360552257	-0.115323991	0.431405986	0.297913413	0.019654094	0.060897328	0.740155756	-0.176782164	0.391375545	0.85441987	0.0000151	0.302164671	0.217099323	0.436944512	0.00001	-0.362538314	0.691677742
YBR072C-A	0.471074355	0.00000525	-0.097399295	0.417720792	0.831584171	0.00000000881	0.897378072	0.000282745	-0.069021626	0.883619763	0.460908566	0.087962936	-0.092861834	0.640878331	0.570764928	0.0000000202	0.500349631	0.00108683	0.733722433	0.00000143	0.070950397	0.838778261	0.410226678	0.228177265	1.265741479	0	0.643438059	0	0.240410338	0.796590373
YBR072W	0.225728802	0.075487964	0.000704846	0.994492994	-0.858451678	0.000000196	-1.008602911	0.004312082	-0.995753653	0.0000342	0.135522501	0.609895782	-0.101698517	0.571006762	0.125436459	0.251674536	-0.231469148	0.404525389	-0.45714476	0.007849393	0.314771083	0.180735794	0.404683696	0.017669018	0.391434611	0.15274719	0.411864225	0.0000303	-0.22553926	0.833928546
YBR074W	-0.866941052	0.00654664	0.408752737	0.021348757	#N/A	#N/A	-0.239380573	0.694090316	#N/A	#N/A	0.270815035	0.638754503	-5.32230365	0	-0.445107756	0.146639569	#N/A	#N/A	-0.996553796	0.037383242	-0.663619782	0.210159148	-0.559357302	0.300231473	#N/A	#N/A	0.532921762	0.000238609	#N/A	#N/A
YBR076W	-0.123979046	0.420352349	0.262514681	0.007695524	-0.015159392	0.853371203	-0.488007186	0.176171811	-0.816991993	0.0000669	-0.10182105	0.720876986	0.098842938	0.527498072	0.199805195	0.024656232	-0.047949471	0.832288088	-0.101597959	0.55717995	-0.030321217	0.904123303	0.226775011	0.32400759	-0.229485145	0.39341102	-0.013205592	0.931543251	0.016408966	0.985810046
YBR077C	-0.106170103	0.39059397	-0.383974277	0.002603461	0.747385593	0	-0.132813044	0.652651653	-0.641919955	0.005981797	0.046118338	0.881846829	-0.026696606	0.863127791	0.172221631	0.239744208	0.393717449	0.002136712	0.053154283	0.763689417	0.031725866	0.899114714	-0.14675432	0.572774361	-0.787068131	0.160519194	0.165963224	0.170397457	0.241327942	0.793702165
YBR078W	-0.918368939	0	-0.441384013	0.000295591	-2.732003044	0	-3.580522041	0	-6.242154163	0	-0.842656912	0.000157454	-2.119354082	0	-0.903645476	0	-2.921762033	0	-3.275589635	0	-1.590201351	0.0000201	-1.296089497	0.00000267	-2.796251586	0.00000000308	-2.251133063	0	-3.892609627	0.000991078
YBR080C	-0.332884083	0.026939681	-0.698007114	0.000000246	-1.998489569	0	-3.851554499	0	-3.074569267	0	-0.262522678	0.362984474	-0.359605225	0.070575212	-0.452284094	0.0000884	-0.899218327	0.000164669	-2.380823244	0	0.112909832	0.814408112	-0.229374305	0.468541115	-0.720237578	0.02765209	-0.759710465	0.000000191	-2.443249726	0.000915093
YBR082C	-0.097890497	0.558349401	-0.568968626	0.0000000661	0.524203814	0.0000000662	0.480593535	0.137309388	-1.188244234	0.00000482	0.221730418	0.467580463	-0.638995292	0.000825747	0.153173626	0.175753509	-0.419547954	0.064596313	-0.290999405	0.092479332	0.21684065	0.493542043	0.25490527	0.346057686	-0.739768539	0.017837555	-0.179240395	0.095472157	-0.362122225	0.691677742
YBR083W	0.4124242	0.001642018	0.349771784	0.000657782	0.328939688	0.0000312	0.397363649	0.076016549	-0.807929693	0.001226513	-0.28082683	0.333988814	-0.059528368	0.819551137	0.324903935	0.000903005	0.793404722	0.0000000237	-0.443627487	0.015734636	0.553506918	0.004556617	-0.583848902	0.001631182	-0.305416317	0.511192856	0.719556634	0.00000000045	0.234724146	0.79972277
YBR084C-A	-0.035568281	0.835991811	-0.063393553	0.617709572	-0.945893333	0.00000365	-2.072880718	0.000000000105	-3.000892767	0	-0.246264037	0.41141126	0.037804183	0.854597945	0.186676128	0.069403638	-0.956285748	0.00000303	-1.94125161	0	-0.762401513	0.005082777	-0.158303789	0.526242274	-1.318468082	0.000537841	-1.461655989	0.00000000167	-1.242243043	0.108550229
YBR084W	-0.072315523	0.702516241	-0.269147674	0.088902719	-1.021582138	0.001666495	-1.971151066	0.000025	-3.365076739	0	-0.538878721	0.254277095	-0.175103077	0.527498072	-0.710490877	0.0000121	-4.389724467	0.00000617	-1.367337202	0.00000324	-0.953693818	0.012644723	-0.870271577	0.108038982	-0.741738253	0.121032331	-0.135723375	0.377466368	-0.629237795	0.530003334
YBR085C-A	0.340719064	0.003161326	0.472914236	0.000799337	-1.394537727	0.0000894	-0.202818653	0.638599676	-0.337330212	0.205293266	0.132950155	0.661358861	0.082037035	0.691246274	-0.066153423	0.665097481	0.085344839	0.668243703	-0.371913651	0.036945934	0.029089712	0.934564697	-0.135802972	0.698305442	0.072886843	0.805648402	-0.074066958	0.656847476	0.704773469	0.383936306
YBR085W	0.098131983	0.579933854	0.431120595	0.000146778	-0.888176521	0.00000545	-0.888013884	0.027563439	-2.529153514	0	-0.035859319	0.906696018	0.086647625	0.672930297	0.295534416	0.00236789	-0.557214344	0.003373805	-0.554218503	0.002790632	0.099446858	0.814408112	0.160837692	0.500471186	-0.165867444	0.560344352	-0.192953296	0.14865958	-1.309756456	0.180794356
YBR087W	-0.122354237	0.560189944	0.153882522	0.035507379	-5.140534883	0	0.701511943	0.000692954	-1.548114844	0.0000637	-0.218013895	0.629308843	0.369009214	0.097872119	-0.409588756	0.041086457	-0.392191029	0.255703929	0.227825839	0.256774816	0.075413213	0.849591476	0.005675155	0.992190204	0.310493831	0.523255992	-4.980838168	0	0.222581241	0.829606735
YBR088C	0.39307179	0.000117986	0.245633324	0.003050739	-6.148887775	0	0.130912183	0.592964114	-1.134184497	0.00000202	-0.257261559	0.324815917	-0.329324594	0.093192926	0.184584305	0.073468823	-0.044032923	0.842227435	-0.966350621	0.000000363	-0.152883668	0.545302218	-0.138625484	0.604957202	-0.267745433	0.386868027	-0.043073718	0.80645493	-1.030021363	0.213629682
YBR090C	0.116066504	0.444891075	0.129534365	0.326675921	-1.614995911	0	-1.004046963	0.020104163	-0.833024666	0.001483405	0.195887987	0.395638363	-0.995214687	0.000000608	0.3097634	0.001752759	-0.656003761	0.006939015	-0.30451169	0.081275403	0.056729244	0.82665746	0.72151173	0.0000195	0.115338964	0.703764933	-0.020780848	0.889886484	-0.348142744	0.698111321
YBR091C	0.255886845	0.122140824	0.342635254	0.009004443	-0.175938229	0.316453063	0.862864218	0.000165048	-0.509861426	0.03577143	0.031924627	0.939104476	0.359610708	0.011687242	-0.031393435	0.837710166	0.386833807	0.02347745	0.363037222	0.051591046	0.230070195	0.495026658	-0.049253265	0.852899366	0.447449943	0.112902689	-0.360541822	0.04503836	-0.489003615	0.667813782
YBR092C	0.081507533	0.646730433	-0.172188268	0.26188558	-0.974580143	0.00000000722	-3.224266678	0.000000235	-1.634875627	0.0000000525	0.333637983	0.34180997	0.06911618	0.788186598	-0.540195764	0.0000513	-0.424383866	0.113880308	-0.939918428	0.00000334	-0.630751037	0.006243068	-6.03910276	0	-0.777786982	0.056841284	-0.82220852	0.0000014	#N/A	#N/A
YBR093C	-0.058802072	0.834076584	0.178606838	0.343679058	0.193178789	0.434865296	0.065779535	0.907488704	-0.61158027	0.094023952	-0.979987827	0.000706743	0.191059329	0.527498072	-0.135085652	0.52812043	0.375087041	0.286681339	-0.455216491	0.149416039	0.399164534	0.469375424	-0.478045485	0.197564768	-1.028721515	0.090471731	0.270992329	0.488179411	-0.175426811	0.877478282
YBR095C	0.209165118	0.244354978	0.151181817	0.234120678	-1.507819396	0.0000869	-0.197673718	0.498822946	-1.40086738	0.0000000363	-0.027378293	0.941304823	-0.290157506	0.173184958	0.219711078	0.079156212	-0.17908287	0.61472419	-1.068330158	0.000000274	-0.22557076	0.427703533	-0.199139638	0.600380652	-0.922121628	0.036950015	-0.019534589	0.893270722	-0.601105479	0.493515983
YBR096W	-0.017760172	0.918917221	0.122554272	0.241789685	-0.089865661	0.262120473	-0.9414773	0.002750935	-0.992654766	0.0000601	0.323419018	0.131289071	-0.07651974	0.669525332	0.002771881	0.988487578	-0.484424493	0.008891943	-0.881277683	0.000000126	-0.003307651	0.985022025	0.190594266	0.527136604	0.302026376	0.242025736	-0.284177089	0.063488059	-0.770053294	0.329404286
YBR098W	-0.03096453	0.890621126	0.019492652	0.923116548	-0.695381784	0.00000618	-1.014903453	0.019883367	-0.962785242	0.000309996	-0.117765233	0.765130754	-0.194194479	0.417208125	-0.234910813	0.071730271	-0.845178891	0.001506525	-0.469570189	0.020351319	-0.043033795	0.902243535	-0.663141926	0.028994371	0.198961316	0.541785518	0.213848572	0.13793819	-0.796291306	0.516378425
YBR098W-1	-0.273558767	0.064979542	0.32646196	0.010618026	-0.822827107	0.000316705	-0.807422387	0.186769319	-1.119021397	0.0000381	-0.202883442	0.570758984	-0.214783832	0.252431592	-0.356500794	0.003004167	-0.941282715	0.00020818	-0.566371358	0.002563321	-0.097111125	0.797735648	-0.149882937	0.620161777	-0.354678046	0.389312743	-3.629649017	0	-0.277101988	0.783271395
YBR102C	-0.207023392	0.086607809	-0.013588809	0.911771899	0.291106626	0.003146265	-0.551876034	0.052757542	-1.915158979	0	-0.541056859	0.01881318	-0.570374935	0.000111129	-0.452178995	0.00000644	-0.301851973	0.188094472	-0.600671679	0.000477439	0.058053216	0.842125628	-0.053482721	0.883584124	-0.081568055	0.805648402	0.11811639	0.372055329	-1.150565416	0.161826452
YBR103W	-0.069570411	0.697396667	#N/A	#N/A	-0.615998969	0.8456406	-1.306648916	0.334414826	#N/A	#N/A	0.191775735	0.689911875	#N/A	#N/A	1.061639239	0.000315745	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.381886741	0.595381729	#N/A	#N/A
YBR104W	-0.400514205	0.037706181	0.476951065	0.000265475	-0.515910422	0.0000059	#N/A	#N/A	-0.311144207	0.200600487	0.12635582	0.724852162	0.375258105	0.006967465	-0.126027457	0.290835143	-0.261546233	0.241020766	0.084348031	0.647411168	0.027378433	0.978786014	-2.540173988	0.000000831	0.343656456	0.250972035	-1.711191948	0	-0.60015988	0.607982024
YBR105C	-0.808194342	0.003951412	-0.139501092	0.479918592	-4.819340683	0	-1.730306295	0.000684252	-2.12666708	0.00000281	-0.027015601	0.941695477	0.363728101	0.203168286	-0.355028987	0.029368718	0.165408436	0.480534917	-0.376391721	0.141518304	-0.010929978	0.984363795	-0.886842787	0.049148097	0.23472571	0.471135936	0.202222584	0.071501783	-0.057420805	0.966070924
YBR106W	-1.98144411	0.00000000867	-0.149597629	0.484782965	-0.411989234	0.042226839	-0.67245454	0.229448771	-1.898114689	0.000487778	-0.504544129	0.353106318	-0.215552134	0.614542651	-0.199285839	0.507086615	-0.919336134	0.028784518	0.415705806	0.235375803	-0.227773759	0.714047014	-1.800949363	0.002035108	#N/A	#N/A	-1.055920139	0.000000444	-0.793069121	0.507317192
YBR107C	0.69787881	0.00000000559	0.019839403	0.987928955	0.155080901	0.521076862	0.649041099	0.141528535	0.250229428	0.280122845	0.227880291	0.468595228	0.371772155	0.141049329	0.277933496	0.03052873	-0.499105882	0.248188377	-0.033004971	0.852311614	0.52347653	0.039654722	-0.149631912	0.661174336	0.117053834	0.74580158	0.129690822	0.32845573	-0.064076213	0.960780936
YBR108W	-0.370443256	0.040016539	-0.219850606	0.502538375	-4.482533286	0	1.249362991	0.194978178	-2.088713965	0.00000125	-1.071908155	0.013133252	-0.167833451	0.549789881	-0.645120163	0.0000596	-5.704838355	0	-0.194347866	0.427441773	-0.973114174	0.004636693	-0.427909118	0.352452582	-0.410643091	0.504980669	-0.187000852	0.186502564	#N/A	#N/A
YBR110W	0.602919976	0.00000249	0.330909084	0.005850822	-0.004658896	0.94046918	0.479198988	0.065406893	-0.122934945	0.728443712	0.402160545	0.113499956	0.191929857	0.463103655	0.790789579	0.000000000177	0.351538021	0.056611972	-0.119944255	0.558778233	0.255615165	0.272645242	0.198665735	0.600769516	0.85396578	0.013450573	0.409610585	0.001813504	-0.999049775	0.480489269
YBR111C	-0.090668439	0.687247408	0.131521432	0.279608944	-0.418109052	0.000111951	-1.365760891	0.0000137	-1.071798438	0.0000303	0.195137109	0.562210642	0.462204615	0.000280542	0.03858819	0.760205694	-0.154546627	0.516505753	-0.160763547	0.459939893	0.038060256	0.902046797	-0.082245125	0.815503238	-0.727965914	0.024098395	-0.695338051	0.002565123	0.032398879	0.974309113
YBR111W-A	0.275662239	0.070015095	0.022093217	0.916944798	-0.38885338	0.058564213	0.176563037	0.809729338	-0.298253585	0.368077393	0.235983173	0.466691322	-0.227068982	0.44453024	-0.026090523	0.873734065	0.052998375	0.873803421	-0.08328016	0.671310384	0.602800457	0.065133316	0.050545801	0.91475513	-0.208927143	0.576068612	0.022813375	0.922464985	-0.471877279	0.613653243
YBR117C	0.182108155	0.215693873	-0.214629828	0.264843901	-2.230611777	0	-0.846846681	0.074304916	-2.147708356	0	0.089450612	0.818242239	-0.466888781	0.011751341	0.215169528	0.04473776	-0.876703155	0.000974075	-1.356683286	0	-0.334062191	0.286186012	-0.115877936	0.699761254	-0.691809023	0.08575899	-0.535512824	0.009466374	-0.677354355	0.500155201
YBR118W	-3.960606768	0	-3.487310504	0	#N/A	#N/A	-6.580820802	0	#N/A	#N/A	-2.839023924	0.000000114	-4.374746603	0	-3.281352873	0	-6.20487932	0	-6.690012355	0	#N/A	#N/A	-3.269332946	0.00000000354	#N/A	#N/A	-5.782863284	0	#N/A	#N/A
YBR120C	0.428093325	0.001557366	0.018849529	0.872798985	-0.094554189	0.406722978	-0.598198353	0.013301369	-1.264632363	0.00000011	0.356661757	0.213159933	0.255974608	0.09961773	0.207004229	0.030040757	-0.330262953	0.055555567	-0.240568352	0.17240018	-0.002651334	0.989757766	0.099208881	0.666360961	0.118697014	0.632139461	0.148567861	0.390649604	-0.539073409	0.577763244
YBR125C	-2.130772474	0.00000269	0.469868053	0.006125839	#N/A	#N/A	-1.362823179	0.00759099	#N/A	#N/A	0.780893464	0.137572276	0.098508162	0.869475789	-0.070298927	0.865131944	-0.381238374	0.431577983	-0.518136445	0.32811992	-0.055549956	0.905734467	1.148033941	0.112404679	#N/A	#N/A	0.075046079	0.809737375	#N/A	#N/A
YBR126C	0.395871834	0.04284682	-0.423507809	0.011386593	-0.237366971	0.056005892	0.122945031	0.763794661	-1.417104443	0.000159025	-0.40155055	0.29812296	-0.850110277	0.002154157	0.085213734	0.570728194	-0.730011393	0.020767518	-0.908859311	0.000342876	0.249866558	0.672411051	0.181850411	0.702510916	-0.139404512	0.756237327	-0.779919006	0.002069318	-1.987313126	0.085559874
YBR127C	-2.828603382	0	-3.033293071	0	-3.074552328	0	-4.812999553	0	#N/A	#N/A	-2.134730198	0.0000268	-2.791220498	0	-1.641435883	0	-5.846810263	0	-4.471227213	0	-2.609173179	0.000000155	-1.850573483	0.000000862	-5.678008382	0	-5.391440351	0	#N/A	#N/A
YBR128C	-1.759351137	0.000000012	-0.147519891	0.349456347	-1.403315155	0.00000124	-2.345799124	0.000000731	-0.462709151	0.193714001	-0.360814723	0.528321336	-0.07510535	0.844017039	-0.729938939	0.001686139	-5.338006823	0	-0.302849454	0.18638728	-1.528530421	0.000497881	#N/A	#N/A	-6.517901427	0	-5.470597441	0	#N/A	#N/A
YBR129C	0.036379258	0.791261557	-0.42623687	0.001430553	-0.797240495	0.0000000065	-2.388911134	0.000000126	-1.063446674	0.0000226	0.016041552	0.959485042	0.507398027	0.0000272	0.182542469	0.074720027	-0.690185271	0.0000143	-1.268008369	0	-0.322651329	0.212468948	0.169804017	0.419558696	-2.666709696	0.000000000771	-0.723583852	0.003794242	-0.933469995	0.441627838
YBR130C	0.481340734	0.0000272	-0.038460633	0.740635543	-0.108888062	0.487298802	-0.283045327	0.314406955	-1.171441485	0.00000126	0.131012584	0.647732711	0.122570357	0.461632977	-0.08943721	0.447940003	0.180270454	0.380097688	-0.463726511	0.00989726	-0.079562827	0.773898904	0.083308108	0.807228782	-0.184960392	0.542010043	0.228259817	0.043731251	-0.278289582	0.784182605
YBR131W	0.07500187	0.539872395	0.234060739	0.016623798	0.917599616	0	2.152162504	0	0.397135127	0.022924195	0.569854116	0.00820255	0.847608903	0	0.217780677	0.010879612	0.738963719	0.000000138	1.449736301	0	0.526294984	0.00056392	0.198035036	0.353218989	0.67548739	0.000829198	0.840266839	0	0.388081677	0.65507808
YBR132C	-0.483488709	0.013428202	0.010366432	0.961059927	-0.396633453	0.005994979	-0.504396544	0.122066284	-1.289634583	0.0000996	-0.328157068	0.282257037	-0.433117074	0.056825447	0.071338135	0.648366763	-0.306664349	0.185742853	0.122608073	0.540661487	0.211381331	0.469787832	0.565792483	0.007390595	-0.297054196	0.456655219	-0.208894232	0.15472745	-0.300873741	0.782232764
YBR133C	-0.020533846	0.900855903	0.183350403	0.239293911	-0.034229733	0.657072241	-0.635551728	0.14542942	0.516203993	0.008985066	0.046022506	0.887326675	0.458719297	0.000824614	-0.093233751	0.45480766	0.265929493	0.159563958	0.324743823	0.047886831	0.167648184	0.515651171	-0.234375242	0.414708031	0.821858812	0.000158209	0.155109229	0.274699968	-0.320775561	0.773431135
YBR137W	-0.308135148	0.070299239	0.281391161	0.002267913	0.07337401	0.709117011	-1.115999927	0.001154984	-1.029674476	0.000289114	0.48765272	0.053832282	0.126547191	0.522169635	0.279146509	0.006294093	0.147651975	0.407745105	-0.646612562	0.000534096	0.090496356	0.787663052	0.180317559	0.611239154	0.236590661	0.355341821	-0.090234566	0.494252953	-0.583834061	0.564911186
YBR138C	-0.195914167	0.23112794	-0.105860673	0.378511086	-0.405482916	0.000274338	-1.296116389	0.000253692	-1.590380111	0.00000000446	0.019366363	0.980897288	-0.190234816	0.195365689	-0.104390982	0.368686324	-0.604715004	0.002709496	-0.536798312	0.001821927	-0.48555999	0.049439002	-0.29193406	0.26465232	-0.069299293	0.887096243	0.011545073	0.980880016	-1.251406297	0.123000951
YBR139W	-0.956385249	0.00000781	-0.160249181	0.173348619	#N/A	#N/A	-0.987882936	0.001207762	-1.084254962	0.003110466	-0.01192956	0.973738127	0.545803435	0.011020218	-0.568890557	0.03677088	-0.378158632	0.147270157	0.44253282	0.028183243	0.118642922	0.780727728	-0.219431273	0.615420056	-1.503437596	0.027678787	0.161822515	0.18719907	#N/A	#N/A
YBR140C	#N/A	#N/A	-2.07325785	0	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	-0.362285851	0.516352791	-0.268026597	0.796033939	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YBR141C	0.258378024	0.01980669	0.07720904	0.448851771	-6.313804824	0	-0.093850285	0.697218327	-1.064483293	0.0000027	0.093398951	0.780979687	-0.096194914	0.637143079	0.078971311	0.456709614	-0.265170928	0.116281369	-0.464424939	0.01115753	0.085588236	0.725263891	-0.057421328	0.864856771	-0.46376389	0.091125974	0.203685244	0.070920137	-0.831083789	0.314762536
YBR143C	-2.160088374	0.000000102	-1.426618052	0.00000183	#N/A	#N/A	#N/A	#N/A	-2.580125676	0.0000000315	-0.99202283	0.041437737	-1.548339603	0.0000048	-1.692667504	0	-3.332343251	0.0000107	-4.243890863	0	-1.364658716	0.004473435	-1.621231549	0.000520543	#N/A	#N/A	-1.373434447	0.000000202	#N/A	#N/A
YBR145W	0.329948857	0.001574422	0.012253199	0.911203735	-0.287483459	0.002629413	-1.393850402	0.0000405	-1.428359107	0.0000000019	0.355244795	0.068236613	0.148155362	0.276239701	0.20572018	0.017993036	0.219182023	0.158907911	-0.459179812	0.005769261	0.020380822	0.94124076	0.144365419	0.517679686	0.410631364	0.064385501	0.366670016	0.0000501	-0.478621803	0.603844416
YBR146W	-0.001172008	0.975813987	-0.141695068	0.232651375	-0.401156367	0.000000665	-0.737141653	0.010674853	-1.271179939	0.000000427	0.173537964	0.577840416	-0.035932802	0.872433007	0.110623898	0.266887728	0.172046212	0.285532913	-0.54229902	0.001546875	0.079757495	0.775898635	0.475122178	0.019634305	-0.385937857	0.242319404	0.09644825	0.555397567	-0.4623424	0.612842689
YBR147W	-0.147072828	0.26690915	0.290885267	0.001769418	-0.416324117	0.000604751	-0.803095451	0.00796942	-0.460315248	0.048752745	0.131692244	0.667474097	-0.195636348	0.327708403	0.077399107	0.466472676	0.022596339	0.956281069	-0.31542525	0.110136124	0.22367562	0.243220704	0.048055523	0.872907145	0.280639713	0.432472319	0.155552027	0.148789904	-0.382603936	0.669722786
YBR148W	0.083287166	0.799124795	-0.378991558	0.072752522	#N/A	#N/A	0.510780947	0.413638888	-1.207448365	0.011173268	0.211325547	0.799570465	-5.124016275	0	0.177193801	0.631698231	0.369903408	0.572886176	-0.873583726	0.040053969	0.681444239	0.157371138	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YBR149W	0.127966433	0.340078692	0.373040481	0.0000515	-5.400707941	0	-1.034273305	0.000184665	-1.611691071	0.000000000571	0.365359756	0.119185644	-0.069581263	0.701225541	0.328485632	0.000241313	-0.350709409	0.149237396	-0.44926328	0.015878733	0.038087	0.896036	-0.108114714	0.784971005	-0.342748819	0.283256671	0.066293976	0.585083382	-0.346887133	0.746698929
YBR151W	0.26685682	0.023386463	0.109755983	0.32979179	-0.134217307	0.170530754	-0.47373817	0.091412658	-0.572358694	0.021393552	0.16487607	0.601914219	0.088692267	0.634751835	0.35798872	0.000083	-2.566036553	0.00000885	-0.525963516	0.002789205	-0.15375198	0.515818925	0.016785908	0.970404711	-0.240198777	0.469552618	-0.781063122	0.0000145	0.127535375	0.899676813
YBR152W	0.048169351	0.737196728	0.224724269	0.051557462	-0.694342475	0.0000577	-0.618996047	0.0321456	-0.441151633	0.104941446	-0.204754051	0.464304084	0.244008072	0.095649453	0.270268707	0.004778955	0.231061318	0.206486889	-0.202531232	0.239830907	0.142385893	0.56192363	0.534040884	0.006374723	-1.411666324	0.0000262	-1.782097932	0	-0.91262079	0.294886503
YBR154C	0.052918045	0.925488481	-0.341800624	0.417148269	0.084404478	0.754773093	0.454190026	0.497982179	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	0.664589349	0.052018132	#N/A	#N/A	-0.675280546	0.129735413	-0.86555864	0.138374141	1.297565571	0.029175855	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
YBR155W	0.043909267	0.795953872	-0.018910214	0.876565456	-0.066793885	0.419212853	-0.104707702	0.677753563	-1.048123171	0.0000167	0.074784886	0.776349969	0.075785693	0.671169635	0.266415923	0.006381403	0.367746896	0.004595285	-0.576407222	0.001435928	0.196682189	0.342265011	0.186000029	0.338683564	0.276165891	0.250902732	-0.254286565	0.198695341	-0.459155013	0.605756992
YBR156C	-0.568908397	0.000711918	0.062914054	0.7020667	-0.214723307	0.281097905	-1.541818079	0.00000877	-0.989048809	0.001822656	0.100564269	0.883951947	0.213179392	0.204333833	-0.320798382	0.012554439	0.083026384	0.748306972	-0.59110831	0.00157104	-0.35264357	0.238212558	-0.141541631	0.567236631	0.179290484	0.602085586	-1.154305552	0.0000000668	0.19750877	0.833558496
YBR157C	0.408529239	0.000572443	-0.373654676	0.0000656	-0.944345053	0.0000237	-0.104179625	0.689068707	-1.044518074	0.000012	1.166821017	0.0000000125	-1.488536941	0	0.313959532	0.001099152	-0.18800628	0.460076827	-0.574898683	0.002058035	1.071920846	0.0000000205	0.796704662	0.00000274	0.087883177	0.82814559	0.039682429	0.821321415	-0.051614762	0.967667639
YBR158W	0.451452587	0.219616921	-0.212241604	0.166380131	#N/A	#N/A	-0.236860167	0.609312631	-0.009533256	0.99837535	-0.128511874	0.846014156	0.726651742	0.012458482	-0.414641861	0.3299383	#N/A	#N/A	-0.834680835	0.127115278	0.475327008	0.404807613	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	1.122541102	0.431514347
YBR160W	0.211093532	0.128252546	-0.572022967	0.00000316	0.831798405	0.00000000184	1.030294085	0.0000555	-0.816822373	0.001985351	-0.106055724	0.769419492	-0.719819396	0.002050356	0.005077374	0.975853354	0.464555655	0.045675832	-0.234033266	0.210158527	-0.164099777	0.495026658	0.310278488	0.22577774	0.919080858	0.0000103	0.889484692	0	0.198503951	0.848474285
YBR161W	-0.010572751	0.959488277	0.201975416	0.148022655	-4.95678824	0	-0.927036154	0.036468038	-1.748112133	0.000000674	-0.159316411	0.625861344	0.421844575	0.032933473	0.27136237	0.05224013	-1.109305935	0.003685252	-1.219713446	0.00000428	-0.106273352	0.769244451	-0.411087502	0.215993984	-0.2031879	0.643815881	-0.685245072	0.000459014	-0.761219574	0.415630687
YBR163W	0.563503623	0.000376526	0.201269647	0.210932279	#N/A	#N/A	-2.21777661	0.000543141	-2.030386196	0.0000012	0.062509555	0.995804639	0.562407106	0.000315964	0.162251929	0.264714809	-1.235301795	0.001644594	-1.563668799	0.000000314	-0.774090497	0.090117916	-0.067659268	0.881092335	-0.639060328	0.071108245	-0.88594283	0.000534324	#N/A	#N/A
YBR164C	0.32355379	0.007118787	0.229226258	0.014816865	0.160499175	0.287994562	-1.043833777	0.0000324	-0.743579081	0.003422176	0.501525272	0.051856591	-0.143305529	0.518328966	0.143701167	0.221121395	-0.849928889	0.000173953	-0.132298553	0.444872465	0.104307283	0.725593784	-1.366104333	0.000698086	-0.439622045	0.312135629	-0.524679218	0.000216623	-0.307422369	0.766761756
YBR165W	0.343985344	0.000395758	0.131191657	0.157727041	-0.236849247	0.00837312	-0.525146469	0.028017778	-1.224168193	0.00000000687	-0.20297802	0.367703345	-0.093501792	0.589606682	0.230979616	0.006825687	0.026413344	0.896194738	0.0952857	0.572676514	0.130924939	0.518240935	0.350448139	0.066227852	-0.888536161	0.000728225	-0.069433433	0.513450908	-0.529350867	0.554515363
YBR166C	-0.173569324	0.181014565	-0.108257015	0.352921686	-0.8666288	0.000000201	-0.653151628	0.069844829	-1.603711625	0.0000000319	-0.273462927	0.250176865	0.00464764	0.988526995	0.071937283	0.527202238	-0.785201452	0.000379466	-0.423055983	0.019247901	-0.084176801	0.762782559	0.054828186	0.814777334	0.184129718	0.531485803	-0.751903688	0.000225152	-0.184328899	0.853818315
